rank,word,similarity,note
138,coconut,0.29588597,"OpenAI #138, Our rank #4,057"
139,kiwi,0.27712814,"OpenAI #139, Our rank #6,745"
140,melon,0.24133841,"OpenAI #140, Our rank #17,097"
141,watermelon,0.22124189,"OpenAI #141, Our rank #27,291"
142,cantaloupe,0.17108739,"OpenAI #142, Our rank #67,939"
143,honeydew,0.20952455,"OpenAI #143, Our rank #34,992"
144,strawberry,0.28649903,"OpenAI #144, Our rank #5,258"
145,raspberry,0.23450402,"OpenAI #145, Our rank #20,186"
146,blackberry,0.23922778,"OpenAI #146, Our rank #17,967"
147,blueberry,0.29127356,"OpenAI #147, Our rank #4,600"
148,cranberry,0.27978121,"OpenAI #148, Our rank #6,275"
149,gooseberry,0.26063893,"OpenAI #149, Our rank #10,480"
150,currant,0.25967027,"OpenAI #150, Our rank #10,740"
151,grape,0.27670090,"OpenAI #151, Our rank #6,818"
152,raisin,0.23553025,"OpenAI #152, Our rank #19,688"
153,date,0.20679237,"OpenAI #153, Our rank #37,084"
154,fig,0.35630913,"OpenAI #154, Our rank #864"
155,olive,0.33962055,"OpenAI #155, Our rank #1,289"
156,avocado,0.28565544,"OpenAI #156, Our rank #5,386"
157,pomegranate,0.23151216,"OpenAI #157, Our rank #21,618"
158,persimmon,0.28801970,"OpenAI #158, Our rank #5,014"
159,apricot,0.25400604,"OpenAI #159, Our rank #12,427"
160,nectarine,0.21028304,"OpenAI #160, Our rank #34,465"
161,passionfruit,0.00000000,"OpenAI #161, Not in our embeddings"
162,guava,0.26154367,"OpenAI #162, Our rank #10,246"
163,lychee,0.25017037,"OpenAI #163, Our rank #13,730"
164,durian,0.23913408,"OpenAI #164, Our rank #18,009"
165,jackfruit,0.25398766,"OpenAI #165, Our rank #12,434"
166,starfruit,0.25695617,"OpenAI #166, Our rank #11,541"
167,dragonfruit,0.00000000,"OpenAI #167, Not in our embeddings"
168,kumquat,0.21715172,"OpenAI #168, Our rank #29,746"
169,tamarind,0.23539121,"OpenAI #169, Our rank #19,760"
170,elderberry,0.26899423,"OpenAI #170, Our rank #8,372"
171,mulberry,0.33208637,"OpenAI #171, Our rank #1,548"
172,boysenberry,0.23678012,"OpenAI #172, Our rank #19,104"
173,loganberry,0.26695355,"OpenAI #173, Our rank #8,834"
174,dewberry,0.31004123,"OpenAI #174, Our rank #2,764"
175,huckleberry,0.28658081,"OpenAI #175, Our rank #5,242"
176,lingonberry,0.24950181,"OpenAI #176, Our rank #13,976"
177,cloudberry,0.28066105,"OpenAI #177, Our rank #6,131"
178,bilberry,0.25818177,"OpenAI #178, Our rank #11,195"
179,serviceberry,0.27939895,"OpenAI #179, Our rank #6,342"
180,saskatoon,0.25261923,"OpenAI #180, Our rank #12,874"
181,rowan,0.35553742,"OpenAI #181, Our rank #882"
182,hawthorn,0.35488773,"OpenAI #182, Our rank #899"
183,medlar,0.19836158,"OpenAI #183, Our rank #43,673"
184,quince,0.23301601,"OpenAI #184, Our rank #20,894"
185,loquat,0.24640676,"OpenAI #185, Our rank #15,130"
186,jujube,0.22943107,"OpenAI #186, Our rank #22,658"
187,longan,0.25738846,"OpenAI #187, Our rank #11,420"
188,rambutan,0.24920216,"OpenAI #188, Our rank #14,072"
189,pitanga,0.00000000,"OpenAI #189, Not in our embeddings"
190,jabuticaba,0.00000000,"OpenAI #190, Not in our embeddings"
191,acerola,0.22048112,"OpenAI #191, Our rank #27,722"
192,surinam cherry,0.00000000,"OpenAI #192, Not in our embeddings"
193,barbados cherry,0.00000000,"OpenAI #193, Not in our embeddings"
194,guabiju,0.00000000,"OpenAI #194, Not in our embeddings"
195,jaboticaba,0.26752299,"OpenAI #195, Our rank #8,699"
196,marula,0.00000000,"OpenAI #196, Not in our embeddings"
197,moringa,0.00000000,"OpenAI #197, Not in our embeddings"
198,neem,0.25454666,"OpenAI #198, Our rank #12,280"
199,sal tree,0.00000000,"OpenAI #199, Not in our embeddings"
200,bael fruit,0.00000000,"OpenAI #200, Not in our embeddings"
201,jamun,0.00000000,"OpenAI #201, Not in our embeddings"
202,indian almond,0.00000000,"OpenAI #202, Not in our embeddings"
203,cashew,0.20174394,"OpenAI #203, Our rank #41,006"
204,pistachio,0.28309104,"OpenAI #204, Our rank #5,768"
205,hazelnut,0.30344993,"OpenAI #205, Our rank #3,284"
206,almond,0.25997464,"OpenAI #206, Our rank #10,667"
207,pecan,0.28082107,"OpenAI #207, Our rank #6,101"
208,brazil nut,0.00000000,"OpenAI #208, Not in our embeddings"
209,macadamia,0.24025835,"OpenAI #209, Our rank #17,545"
210,pine nut,0.00000000,"OpenAI #210, Not in our embeddings"
211,acorn,0.32571721,"OpenAI #211, Our rank #1,827"
212,beechnut,0.26413317,"OpenAI #212, Our rank #9,512"
213,hickory nut,0.00000000,"OpenAI #213, Not in our embeddings"
214,ginkgo nut,0.00000000,"OpenAI #214, Not in our embeddings"
215,oak gall,0.00000000,"OpenAI #215, Not in our embeddings"
216,gallnut,0.21722366,"OpenAI #216, Our rank #29,700"
217,ink nut,0.00000000,"OpenAI #217, Not in our embeddings"
218,butternut,0.23104452,"OpenAI #218, Our rank #21,850"
219,heartnut,0.00000000,"OpenAI #219, Not in our embeddings"
220,black walnut,0.00000000,"OpenAI #220, Not in our embeddings"
221,english walnut,0.00000000,"OpenAI #221, Not in our embeddings"
222,persian walnut,0.00000000,"OpenAI #222, Not in our embeddings"
223,japanese walnut,0.00000000,"OpenAI #223, Not in our embeddings"
224,chinese chestnut,0.00000000,"OpenAI #224, Not in our embeddings"
225,american chestnut,0.00000000,"OpenAI #225, Not in our embeddings"
226,european chestnut,0.00000000,"OpenAI #226, Not in our embeddings"
227,korean pine,0.00000000,"OpenAI #227, Not in our embeddings"
228,siberian pine,0.00000000,"OpenAI #228, Not in our embeddings"
229,swiss pine,0.00000000,"OpenAI #229, Not in our embeddings"
230,stone pine,0.00000000,"OpenAI #230, Not in our embeddings"
231,sugar pine,0.00000000,"OpenAI #231, Not in our embeddings"
232,whitebark pine,0.00000000,"OpenAI #232, Not in our embeddings"
233,foxtail pine,0.00000000,"OpenAI #233, Not in our embeddings"
234,bristlecone pine,0.00000000,"OpenAI #234, Not in our embeddings"
235,limber pine,0.00000000,"OpenAI #235, Not in our embeddings"
236,pinyon pine,0.00000000,"OpenAI #236, Not in our embeddings"
237,lacebark pine,0.00000000,"OpenAI #237, Not in our embeddings"
238,norfolk island pine,0.00000000,"OpenAI #238, Not in our embeddings"
239,monkey puzzle tree,0.00000000,"OpenAI #239, Not in our embeddings"
240,forest,1.00000000,Our original rank #1
241,foresting,0.65586722,Our original rank #2
242,forestland,0.65286027,Our original rank #3
243,forested,0.62109224,Our original rank #4
244,forestry,0.61705132,Our original rank #5
245,forestation,0.61547976,Our original rank #6
246,afforest,0.60668902,Our original rank #7
247,deforest,0.58365676,Our original rank #10
248,forester,0.57500461,Our original rank #13
249,bosque,0.57129074,Our original rank #14
250,forestal,0.56872535,Our original rank #15
251,landscape,0.55389150,Our original rank #16
252,reforest,0.54908778,Our original rank #17
253,afforested,0.54541956,Our original rank #18
254,tree,0.54351698,Our original rank #19
255,afforesting,0.54180966,Our original rank #20
256,bosky,0.53794320,Our original rank #21
257,farm,0.53189207,Our original rank #22
258,deforested,0.53035062,Our original rank #23
259,fore,0.52590808,Our original rank #24
260,rove,0.52366903,Our original rank #25
261,reafforest,0.52337992,Our original rank #26
262,terrain,0.52164394,Our original rank #27
263,selva,0.52074787,Our original rank #28
264,woodlot,0.51947499,Our original rank #29
265,unforested,0.51718340,Our original rank #31
266,boscage,0.51514064,Our original rank #34
267,reforested,0.51511752,Our original rank #35
268,woodsy,0.51506452,Our original rank #36
269,park,0.50953269,Our original rank #37
270,sylva,0.50892612,Our original rank #38
271,silvae,0.50630548,Our original rank #40
272,wildland,0.50483214,Our original rank #42
273,yard,0.50362453,Our original rank #44
274,scape,0.50357068,Our original rank #45
275,treetop,0.49899348,Our original rank #46
276,deforesting,0.49785493,Our original rank #47
277,deforestation,0.49764680,Our original rank #48
278,veldt,0.49746090,Our original rank #49
279,wildwood,0.49696887,Our original rank #50
280,folk,0.49618476,Our original rank #51
281,reafforested,0.49483811,Our original rank #52
282,bosk,0.49347091,Our original rank #53
283,agroforester,0.49207896,Our original rank #55
284,forkiest,0.49185369,Our original rank #56
285,woodsiest,0.49064915,Our original rank #57
286,foss,0.48692823,Our original rank #59
287,bosquet,0.48357044,Our original rank #60
288,treed,0.48285786,Our original rank #61
289,wooded,0.48275313,Our original rank #62
290,fernery,0.47957132,Our original rank #64
291,environment,0.47906862,Our original rank #66
292,reforesting,0.47849480,Our original rank #67
293,eland,0.47715092,Our original rank #68
294,junglelike,0.47548503,Our original rank #69
295,devilwood,0.47497443,Our original rank #70
296,wild,0.47179276,Our original rank #72
297,timber,0.47132781,Our original rank #73
298,afforestation,0.47108861,Our original rank #74
299,reafforesting,0.46881691,Our original rank #75
300,arbor,0.46878647,Our original rank #76
301,fog,0.46826464,Our original rank #77
302,silvan,0.46702057,Our original rank #78
303,meadow,0.46669298,Our original rank #79
304,overstory,0.46668690,Our original rank #80
305,woodsier,0.46647367,Our original rank #81
306,land,0.46611357,Our original rank #82
307,jungled,0.46588736,Our original rank #83
308,wildlife,0.46495424,Our original rank #84
309,green,0.46494231,Our original rank #85
310,arboreous,0.46385522,Our original rank #86
311,brook,0.46360738,Our original rank #87
312,nature,0.46344705,Our original rank #88
313,ferny,0.46257681,Our original rank #89
314,wildness,0.46119050,Our original rank #91
315,understory,0.46117401,Our original rank #92
316,reforestation,0.46077397,Our original rank #93
317,garden,0.46062458,Our original rank #94
318,backwoodsy,0.45951778,Our original rank #96
319,climate,0.45885437,Our original rank #98
320,brushland,0.45839866,Our original rank #100
321,junglier,0.45700643,Our original rank #102
322,nutwood,0.45678217,Our original rank #103
323,frog,0.45617624,Our original rank #104
324,woodsman,0.45534406,Our original rank #105
325,verdancy,0.45529099,Our original rank #106
326,fort,0.45496279,Our original rank #108
327,parklike,0.45484840,Our original rank #109
328,fiord,0.45436672,Our original rank #110
329,jungly,0.45307268,Our original rank #113
330,arborous,0.45122449,Our original rank #115
331,woodiness,0.45010491,Our original rank #116
332,agroforestry,0.44922174,Our original rank #118
333,ridge,0.44920433,Our original rank #119
334,reafforestation,0.44738501,Our original rank #121
335,silviculture,0.44642504,Our original rank #123
336,woodlore,0.44413427,Our original rank #127
337,foliaged,0.44376920,Our original rank #129
338,bourtree,0.44369467,Our original rank #130
339,brush,0.44315722,Our original rank #132
340,forge,0.44262740,Our original rank #133
341,pinery,0.44219223,Our original rank #135
342,foreground,0.44204800,Our original rank #136
343,macchia,0.44169109,Our original rank #137
344,earth,0.44154275,Our original rank #138
345,shore,0.44045784,Our original rank #139
346,desert,0.43963863,Our original rank #140
347,embosk,0.43789448,Our original rank #143
348,roof,0.43735246,Our original rank #146
349,deeryard,0.43733209,Our original rank #147
350,vegetated,0.43723878,Our original rank #148
351,firn,0.43714999,Our original rank #149
352,treelawn,0.43677350,Our original rank #150
353,farmland,0.43625994,Our original rank #151
354,ford,0.43603584,Our original rank #152
355,wind,0.43600560,Our original rank #153
356,fire,0.43596194,Our original rank #154
357,treen,0.43572961,Our original rank #155
358,snowscape,0.43514626,Our original rank #156
359,agrestal,0.43466425,Our original rank #157
360,folder,0.43447055,Our original rank #158
361,frond,0.43403441,Our original rank #159
362,meadowland,0.43343982,Our original rank #160
363,bushfire,0.43341774,Our original rank #161
364,treeless,0.43305406,Our original rank #162
365,verdant,0.43251572,Our original rank #163
366,ambient,0.43245028,Our original rank #164
367,limby,0.43230723,Our original rank #165
368,forth,0.43188433,Our original rank #167
369,foggage,0.43159612,Our original rank #169
370,lander,0.43147387,Our original rank #170
371,fjeld,0.43120403,Our original rank #171
372,arboreta,0.43107288,Our original rank #172
373,woodsmen,0.43105799,Our original rank #173
374,crest,0.43054179,Our original rank #174
375,river,0.43042195,Our original rank #175
376,fuelwood,0.43031477,Our original rank #176
377,woodman,0.43007454,Our original rank #177
378,bottomland,0.42958886,Our original rank #179
379,firewood,0.42937709,Our original rank #180
380,fork,0.42838950,Our original rank #181
381,silva,0.42804783,Our original rank #182
382,landskip,0.42800875,Our original rank #183
383,shelterbelt,0.42790206,Our original rank #184
384,pinetum,0.42743169,Our original rank #185
385,foraged,0.42674350,Our original rank #186
386,plant,0.42673855,Our original rank #187
387,moorland,0.42619453,Our original rank #188
388,leaflet,0.42609397,Our original rank #189
389,folio,0.42599766,Our original rank #190
390,croft,0.42573236,Our original rank #191
391,maquis,0.42546169,Our original rank #192
392,fresh,0.42532954,Our original rank #193
393,fiction,0.42518365,Our original rank #194
394,rooftree,0.42496712,Our original rank #195
395,factory,0.42488365,Our original rank #197
396,dark,0.42480302,Our original rank #198
397,arbored,0.42461589,Our original rank #199
398,realm,0.42428732,Our original rank #200
399,frost,0.42391898,Our original rank #201
400,fabric,0.42330458,Our original rank #203
401,fence,0.42285003,Our original rank #205
402,countryside,0.42264904,Our original rank #206
403,greenheart,0.42250467,Our original rank #207
404,boreal,0.42231743,Our original rank #208
405,mossy,0.42176915,Our original rank #209
406,woodcutter,0.42173218,Our original rank #210
407,fur,0.42140278,Our original rank #211
408,sylvae,0.42112560,Our original rank #212
409,haven,0.42067271,Our original rank #214
410,safari,0.41980051,Our original rank #216
411,heathland,0.41961932,Our original rank #217
412,mountain,0.41942997,Our original rank #218
413,campo,0.41859269,Our original rank #219
414,lush,0.41778340,Our original rank #220
415,hunt,0.41743662,Our original rank #221
416,forage,0.41704824,Our original rank #222
417,clearing,0.41697806,Our original rank #223
418,greenness,0.41652282,Our original rank #226
419,firm,0.41648043,Our original rank #227
420,wolf,0.41563560,Our original rank #228
421,woodiest,0.41553712,Our original rank #229
422,leafiest,0.41551479,Our original rank #230
423,ravine,0.41488803,Our original rank #232
424,dryad,0.41441740,Our original rank #233
425,sylviculture,0.41432950,Our original rank #234
426,arbour,0.41387662,Our original rank #236
427,forestage,0.41375530,Our original rank #237
428,terra,0.41328623,Our original rank #238
429,fairyland,0.41325587,Our original rank #239
430,lushness,0.41296544,Our original rank #240
431,leafage,0.41212568,Our original rank #241
432,maze,0.41196917,Our original rank #242
433,woald,0.41186819,Our original rank #243
434,ground,0.41165125,Our original rank #244
435,sprucest,0.41164438,Our original rank #245
436,bracken,0.41140256,Our original rank #246
437,vegetational,0.41097708,Our original rank #248
438,pineta,0.41070303,Our original rank #249
439,wand,0.41062779,Our original rank #250
440,oasis,0.41052131,Our original rank #251
441,forb,0.41038469,Our original rank #252
442,pasture,0.41026714,Our original rank #254
443,pastureland,0.40990660,Our original rank #256
444,boskage,0.40984779,Our original rank #257
445,background,0.40981187,Our original rank #258
446,animal,0.40973698,Our original rank #259
447,timbered,0.40964668,Our original rank #260
448,botanic,0.40960354,Our original rank #261
449,silviculturist,0.40959893,Our original rank #262
450,faun,0.40944136,Our original rank #263
451,gorse,0.40934489,Our original rank #264
452,glade,0.40933002,Our original rank #265
453,springwood,0.40925441,Our original rank #266
454,texture,0.40884298,Our original rank #267
455,bushlike,0.40876153,Our original rank #268
456,lore,0.40825024,Our original rank #269
457,biota,0.40777577,Our original rank #270
458,vinery,0.40765703,Our original rank #271
459,fjord,0.40740551,Our original rank #272
460,field,0.40716378,Our original rank #273
461,vineyard,0.40715135,Our original rank #274
462,driftwood,0.40688425,Our original rank #275
463,fossa,0.40659769,Our original rank #276
464,scenery,0.40654630,Our original rank #277
465,brushy,0.40629665,Our original rank #278
466,bluewood,0.40626887,Our original rank #279
467,sapling,0.40610534,Our original rank #280
468,branchy,0.40593132,Our original rank #281
469,milkwood,0.40568253,Our original rank #282
470,woodless,0.40568171,Our original rank #283
471,arena,0.40550222,Our original rank #284
472,fogbow,0.40548099,Our original rank #285
473,wooding,0.40523061,Our original rank #286
474,bushy,0.40506393,Our original rank #287
475,avian,0.40492908,Our original rank #288
476,silviculturally,0.40492266,Our original rank #289
477,stalk,0.40479450,Our original rank #290
478,silvicultural,0.40478879,Our original rank #291
479,waterfall,0.40462687,Our original rank #292
480,arf,0.40460210,Our original rank #293
481,deadfall,0.40452919,Our original rank #294
482,furzy,0.40452216,Our original rank #295
483,fall,0.40384619,Our original rank #296
484,formation,0.40378064,Our original rank #297
485,arborescent,0.40351723,Our original rank #298
486,shade,0.40340339,Our original rank #299
487,silvical,0.40319445,Our original rank #300
488,tern,0.40309486,Our original rank #301
489,biotope,0.40302346,Our original rank #302
490,arboriculture,0.40247556,Our original rank #303
491,estival,0.40235618,Our original rank #304
492,berg,0.40233953,Our original rank #305
493,wasteland,0.40191461,Our original rank #306
494,film,0.40181686,Our original rank #307
495,wildish,0.40179543,Our original rank #308
496,forecast,0.40178800,Our original rank #309
497,preserve,0.40099066,Our original rank #310
498,arborvitae,0.40098466,Our original rank #311
499,campestral,0.40087918,Our original rank #312
500,fantasy,0.40063375,Our original rank #314
501,shelf,0.40051454,Our original rank #315
502,front,0.40005892,Our original rank #316
503,greenest,0.40004975,Our original rank #317
504,marshland,0.39979715,Our original rank #318
505,stime,0.39951178,Our original rank #319
506,soil,0.39935101,Our original rank #320
507,snowland,0.39919772,Our original rank #321
508,timberman,0.39917001,Our original rank #322
509,ocean,0.39911141,Our original rank #323
510,zoo,0.39872672,Our original rank #324
511,wildfire,0.39853234,Our original rank #325
512,bosket,0.39844499,Our original rank #326
513,country,0.39836561,Our original rank #327
514,bird,0.39826495,Our original rank #328
515,food,0.39822598,Our original rank #329
516,conifer,0.39805618,Our original rank #330
517,planted,0.39778760,Our original rank #332
518,windbreak,0.39730310,Our original rank #333
519,yellowwood,0.39723342,Our original rank #334
520,trail,0.39711935,Our original rank #335
521,treeing,0.39710284,Our original rank #336
522,roundwood,0.39705190,Our original rank #337
523,neighbor,0.39696331,Our original rank #338
524,meadowy,0.39695559,Our original rank #339
525,sky,0.39689207,Our original rank #340
526,timberhead,0.39688272,Our original rank #341
527,fernlike,0.39676960,Our original rank #342
528,fishpond,0.39634797,Our original rank #343
529,firebreak,0.39627604,Our original rank #344
530,amber,0.39613469,Our original rank #345
531,growth,0.39582394,Our original rank #346
532,hill,0.39580774,Our original rank #347
533,elf,0.39569647,Our original rank #348
534,swampland,0.39563903,Our original rank #349
535,timberwork,0.39563208,Our original rank #350
536,acre,0.39538043,Our original rank #351
537,peon,0.39524224,Our original rank #352
538,shrubby,0.39519597,Our original rank #353
539,arborist,0.39479210,Our original rank #355
540,snowfield,0.39459771,Our original rank #356
541,fiber,0.39455021,Our original rank #357
542,autumn,0.39450868,Our original rank #358
543,pineland,0.39443800,Our original rank #359
544,trash,0.39438345,Our original rank #360
545,rifeness,0.39418113,Our original rank #362
546,arborescence,0.39409063,Our original rank #363
547,fenland,0.39408193,Our original rank #364
548,regreened,0.39382086,Our original rank #365
549,treelike,0.39373601,Our original rank #366
550,fund,0.39318629,Our original rank #367
551,region,0.39307665,Our original rank #368
552,depth,0.39276156,Our original rank #369
553,canopying,0.39275365,Our original rank #370
554,framework,0.39247561,Our original rank #371
555,briar,0.39235283,Our original rank #372
556,planet,0.39191037,Our original rank #373
557,cove,0.39155897,Our original rank #375
558,greenwood,0.39145162,Our original rank #376
559,kingwood,0.39143728,Our original rank #377
560,grid,0.39135998,Our original rank #378
561,pathless,0.39131007,Our original rank #379
562,regreen,0.39126451,Our original rank #380
563,semievergreen,0.39116279,Our original rank #381
564,arboreal,0.39087187,Our original rank #382
565,dense,0.39080705,Our original rank #383
566,lowland,0.39067164,Our original rank #384
567,floristic,0.39065451,Our original rank #385
568,terreen,0.39048972,Our original rank #387
569,forestial,0.39042450,Our original rank #388
570,rowth,0.39009351,Our original rank #389
571,rain,0.39005149,Our original rank #390
