rank,word,similarity,note
79,dream,0.32328259,"OpenAI #79, Our rank #2,183"
80,foresight,0.22222221,"OpenAI #80, Our rank #30,720"
81,arrangement,0.34335555,"OpenAI #81, Our rank #1,183"
82,structure,0.38212473,"OpenAI #82, Our rank #373"
83,formation,0.34649779,"OpenAI #83, Our rank #1,089"
84,construction,0.37787294,"OpenAI #84, Our rank #420"
85,organization,0.30415699,"OpenAI #85, Our rank #3,739"
86,building,0.34939980,"OpenAI #86, Our rank #994"
87,craftsmanship,0.35697419,"OpenAI #87, Our rank #821"
88,expertise,0.30273005,"OpenAI #88, Our rank #3,905"
89,mastery,0.30258348,"OpenAI #89, Our rank #3,927"
90,piece,0.36307465,"OpenAI #90, Our rank #661"
91,work,0.47636634,"OpenAI #91, Our rank #46"
92,creative,0.48070121,"OpenAI #92, Our rank #39"
93,expressive,0.31191278,"OpenAI #93, Our rank #3,010"
94,imaginative,0.29957912,"OpenAI #94, Our rank #4,255"
95,talented,0.34419693,"OpenAI #95, Our rank #1,155"
96,skilled,0.28134886,"OpenAI #96, Our rank #7,050"
97,cultured,0.29649285,"OpenAI #97, Our rank #4,617"
98,inspired,0.28416886,"OpenAI #98, Our rank #6,514"
99,attractiveness,0.26751741,"OpenAI #99, Our rank #10,205"
100,grace,0.32612157,"OpenAI #100, Our rank #1,987"
101,charm,0.34502137,"OpenAI #101, Our rank #1,131"
102,loveliness,0.27859055,"OpenAI #102, Our rank #7,607"
103,splendor,0.28535754,"OpenAI #103, Our rank #6,312"
104,gorgeousness,0.25108579,"OpenAI #104, Our rank #15,532"
105,prettiness,0.30872660,"OpenAI #105, Our rank #3,300"
106,civilization,0.23326114,"OpenAI #106, Our rank #23,940"
107,society,0.28070115,"OpenAI #107, Our rank #7,183"
108,heritage,0.30840531,"OpenAI #108, Our rank #3,329"
109,tradition,0.31375086,"OpenAI #109, Our rank #2,866"
110,custom,0.35854882,"OpenAI #110, Our rank #768"
111,value,0.30526792,"OpenAI #111, Our rank #3,623"
112,belief,0.30324136,"OpenAI #112, Our rank #3,841"
113,artifact,0.53475163,"OpenAI #113, Our rank #15"
114,gift,0.36925216,"OpenAI #114, Our rank #551"
115,ability,0.34984231,"OpenAI #115, Our rank #975"
116,aptitude,0.32340086,"OpenAI #116, Our rank #2,179"
117,knack,0.31184027,"OpenAI #117, Our rank #3,019"
118,flair,0.34792919,"OpenAI #118, Our rank #1,039"
119,genius,0.39454363,"OpenAI #119, Our rank #265"
120,prowess,0.25782387,"OpenAI #120, Our rank #13,058"
121,proficiency,0.22387547,"OpenAI #121, Our rank #29,602"
122,competence,0.24035484,"OpenAI #122, Our rank #20,250"
123,dexterity,0.27830456,"OpenAI #123, Our rank #7,669"
124,capability,0.25781381,"OpenAI #124, Our rank #13,060"
125,novelty,0.32045059,"OpenAI #125, Our rank #2,364"
126,progress,0.33666646,"OpenAI #126, Our rank #1,442"
127,breakthrough,0.26224681,"OpenAI #127, Our rank #11,613"
128,motivation,0.25531796,"OpenAI #128, Our rank #13,899"
129,influence,0.19143717,"OpenAI #129, Our rank #55,968"
130,stimulus,0.21935854,"OpenAI #130, Our rank #32,695"
131,impulse,0.25771741,"OpenAI #131, Our rank #13,086"
132,spark,0.30801314,"OpenAI #132, Our rank #3,370"
133,drive,0.29424751,"OpenAI #133, Our rank #4,918"
134,enthusiasm,0.25119475,"OpenAI #134, Our rank #15,481"
135,magnumopus,0.00000000,"OpenAI #135, Not in our embeddings"
136,masterwork,0.36544534,"OpenAI #136, Our rank #606"
137,tourdeforce,0.00000000,"OpenAI #137, Not in our embeddings"
138,workofart,0.00000000,"OpenAI #138, Not in our embeddings"
139,classic,0.35909428,"OpenAI #139, Our rank #760"
140,gem,0.30041050,"OpenAI #140, Our rank #4,151"
141,perfection,0.31896724,"OpenAI #141, Our rank #2,473"
142,opus,0.29550318,"OpenAI #142, Our rank #4,739"
143,show,0.30856164,"OpenAI #143, Our rank #3,316"
144,presentation,0.36679141,"OpenAI #144, Our rank #588"
145,act,0.52220712,"OpenAI #145, Our rank #21"
146,display,0.33715797,"OpenAI #146, Our rank #1,418"
147,production,0.36323582,"OpenAI #147, Our rank #658"
148,event,0.38317240,"OpenAI #148, Our rank #358"
149,recital,0.35933736,"OpenAI #149, Our rank #750"
150,execution,0.33515058,"OpenAI #150, Our rank #1,513"
151,showcase,0.31862290,"OpenAI #151, Our rank #2,500"
152,expo,0.38688743,"OpenAI #152, Our rank #328"
153,fair,0.36743173,"OpenAI #153, Our rank #581"
154,demonstration,0.27362935,"OpenAI #154, Our rank #8,696"
155,art,1.00000000,"OpenAI #155, Our rank #1"
156,showroom,0.27734741,"OpenAI #156, Our rank #7,859"
157,exhibit,0.33643360,"OpenAI #157, Our rank #1,453"
158,studio,0.45689948,"OpenAI #158, Our rank #68"
159,salon,0.34621326,"OpenAI #159, Our rank #1,103"
160,collection,0.39527971,"OpenAI #160, Our rank #260"
161,institution,0.28237131,"OpenAI #161, Our rank #6,848"
162,archive,0.38831755,"OpenAI #162, Our rank #311"
163,repository,0.29783400,"OpenAI #163, Our rank #4,460"
164,hall,0.28515652,"OpenAI #164, Our rank #6,346"
165,center,0.33270853,"OpenAI #165, Our rank #1,636"
166,craftsman,0.28254238,"OpenAI #166, Our rank #6,805"
167,maker,0.32083684,"OpenAI #167, Our rank #2,341"
168,artist,0.60001986,"OpenAI #168, Our rank #7"
169,creator,0.31828070,"OpenAI #169, Our rank #2,521"
170,craftsperson,0.27272762,"OpenAI #170, Our rank #8,896"
171,artificer,0.36648239,"OpenAI #171, Our rank #595"
172,handicraftsman,0.24340022,"OpenAI #172, Our rank #18,867"
173,worker,0.23135082,"OpenAI #173, Our rank #24,963"
174,arty,0.71370614,Our original rank #2
175,artiness,0.65781591,Our original rank #3
176,nonart,0.61916851,Our original rank #5
177,artsy,0.61370810,Our original rank #6
178,article,0.58009488,Our original rank #10
179,artily,0.55193891,Our original rank #12
180,artsiest,0.53678439,Our original rank #14
181,ar,0.53242421,Our original rank #17
182,airting,0.53031803,Our original rank #18
183,lyart,0.52478559,Our original rank #20
184,esthetic,0.51467986,Our original rank #23
185,music,0.51156667,Our original rank #24
186,arcature,0.51037125,Our original rank #25
187,acting,0.50073310,Our original rank #26
188,artful,0.49836018,Our original rank #28
189,arc,0.49714364,Our original rank #29
190,ark,0.49195381,Our original rank #30
191,artel,0.49083642,Our original rank #32
192,arse,0.48822488,Our original rank #33
193,artiest,0.48665151,Our original rank #34
194,arb,0.48650234,Our original rank #35
195,artsier,0.48637685,Our original rank #36
196,decor,0.48550651,Our original rank #37
197,math,0.48089756,Our original rank #38
198,science,0.48069501,Our original rank #40
199,paint,0.48054609,Our original rank #41
200,arf,0.47958500,Our original rank #42
201,photo,0.47918980,Our original rank #43
202,airt,0.47647448,Our original rank #45
203,area,0.47630418,Our original rank #47
204,writing,0.47594229,Our original rank #48
205,technology,0.47573451,Our original rank #49
206,artifice,0.47533945,Our original rank #50
207,artisanship,0.47526874,Our original rank #51
208,artistically,0.47398389,Our original rank #52
209,activity,0.47274079,Our original rank #53
210,animation,0.47170380,Our original rank #54
211,artier,0.47145356,Our original rank #55
212,dit,0.46591485,Our original rank #57
213,artiste,0.46513696,Our original rank #58
214,action,0.46421912,Our original rank #59
215,willyart,0.46169110,Our original rank #60
216,at,0.46156399,Our original rank #61
217,atelier,0.45966748,Our original rank #63
218,arak,0.45961720,Our original rank #64
219,inartistic,0.45875949,Our original rank #65
220,ology,0.45734918,Our original rank #66
221,hart,0.45690851,Our original rank #67
222,artfully,0.45633822,Our original rank #69
223,ort,0.45510036,Our original rank #70
224,arching,0.45387717,Our original rank #72
225,artfulness,0.45377001,Our original rank #73
226,apt,0.45127526,Our original rank #74
227,alist,0.45125678,Our original rank #75
228,atomy,0.45124780,Our original rank #76
229,artefact,0.45107349,Our original rank #77
230,mart,0.45094764,Our original rank #78
231,arch,0.45073657,Our original rank #79
232,sport,0.44848766,Our original rank #81
233,nonartistic,0.44630885,Our original rank #82
234,aw,0.44626861,Our original rank #83
235,aster,0.44416161,Our original rank #84
236,theatre,0.44297043,Our original rank #85
237,ate,0.44252845,Our original rank #86
238,therapy,0.44231902,Our original rank #87
239,tical,0.44171419,Our original rank #88
240,poetry,0.44063543,Our original rank #89
241,image,0.44046774,Our original rank #90
242,arena,0.44003818,Our original rank #91
243,it,0.43839656,Our original rank #92
244,thing,0.43825972,Our original rank #93
245,abstract,0.43738788,Our original rank #95
246,sculpturing,0.43544240,Our original rank #98
247,technique,0.43448979,Our original rank #99
248,film,0.43374343,Our original rank #100
249,part,0.43218643,Our original rank #101
250,audio,0.43157106,Our original rank #102
251,technic,0.43075490,Our original rank #103
252,object,0.43057001,Our original rank #104
253,lit,0.43021180,Our original rank #105
254,are,0.42961476,Our original rank #107
255,anime,0.42942391,Our original rank #108
256,color,0.42922096,Our original rank #109
257,photography,0.42896524,Our original rank #110
258,theory,0.42878448,Our original rank #111
259,text,0.42790799,Our original rank #113
260,unartistic,0.42726978,Our original rank #114
261,stylization,0.42722918,Our original rank #115
262,aria,0.42698988,Our original rank #116
263,fun,0.42585629,Our original rank #117
264,articled,0.42584452,Our original rank #118
265,phot,0.42567830,Our original rank #119
266,essay,0.42526863,Our original rank #120
267,beautiful,0.42396424,Our original rank #121
268,arctic,0.42292798,Our original rank #123
269,artillery,0.42233600,Our original rank #124
270,dance,0.42190992,Our original rank #125
271,technical,0.42187348,Our original rank #126
272,doing,0.42181723,Our original rank #127
273,practice,0.42177866,Our original rank #128
274,acing,0.42160816,Our original rank #129
275,awe,0.42125750,Our original rank #130
276,sculptural,0.42077545,Our original rank #132
277,draw,0.42060825,Our original rank #133
278,nonartist,0.42045963,Our original rank #134
279,artifactual,0.42040741,Our original rank #135
280,paintwork,0.42037249,Our original rank #136
281,ament,0.42001573,Our original rank #137
282,antiar,0.41999577,Our original rank #138
283,kart,0.41969981,Our original rank #139
284,beaut,0.41930685,Our original rank #140
285,airth,0.41913883,Our original rank #141
286,pop,0.41892162,Our original rank #142
287,pottery,0.41869196,Our original rank #143
288,cult,0.41784263,Our original rank #145
289,item,0.41742755,Our original rank #146
290,archine,0.41736627,Our original rank #147
291,gesture,0.41708261,Our original rank #148
292,fitness,0.41703932,Our original rank #149
293,detail,0.41682046,Our original rank #150
294,making,0.41664940,Our original rank #151
295,media,0.41599921,Our original rank #152
296,thesis,0.41587605,Our original rank #153
297,nature,0.41551375,Our original rank #154
298,fiction,0.41544783,Our original rank #155
299,arcana,0.41511524,Our original rank #156
300,air,0.41495070,Our original rank #157
301,att,0.41491324,Our original rank #158
302,medicine,0.41483075,Our original rank #159
303,arrow,0.41402446,Our original rank #160
304,attention,0.41370710,Our original rank #161
305,interest,0.41324700,Our original rank #162
306,angling,0.41302516,Our original rank #163
307,thinking,0.41295209,Our original rank #164
308,lab,0.41294844,Our original rank #165
309,literature,0.41290624,Our original rank #166
310,novation,0.41273096,Our original rank #167
311,etched,0.41271633,Our original rank #168
312,archery,0.41242713,Our original rank #169
313,war,0.41197988,Our original rank #170
314,education,0.41151671,Our original rank #171
315,crafted,0.41122913,Our original rank #173
316,prat,0.41080967,Our original rank #174
317,urate,0.41066521,Our original rank #175
318,arming,0.41046319,Our original rank #176
319,ah,0.41025817,Our original rank #177
320,magic,0.41017774,Our original rank #178
321,ajar,0.41015409,Our original rank #179
322,argon,0.41011082,Our original rank #180
323,colour,0.40990468,Our original rank #181
324,acted,0.40935678,Our original rank #183
325,heart,0.40934457,Our original rank #184
326,alt,0.40855341,Our original rank #185
327,analysis,0.40836706,Our original rank #186
328,sculp,0.40814113,Our original rank #187
329,artichoke,0.40804631,Our original rank #188
330,arco,0.40771998,Our original rank #189
331,oeuvre,0.40747041,Our original rank #190
332,sculping,0.40744518,Our original rank #191
333,brassart,0.40742806,Our original rank #192
334,apter,0.40740437,Our original rank #193
335,arpen,0.40690921,Our original rank #194
336,idea,0.40690429,Our original rank #195
337,awesome,0.40668162,Our original rank #196
338,sculpt,0.40638589,Our original rank #197
339,aurist,0.40611105,Our original rank #199
340,opera,0.40609461,Our original rank #200
341,motion,0.40602869,Our original rank #201
342,theater,0.40550886,Our original rank #202
343,script,0.40506252,Our original rank #203
344,array,0.40505327,Our original rank #204
345,multimedia,0.40500827,Our original rank #205
346,texture,0.40466594,Our original rank #206
347,info,0.40454204,Our original rank #207
348,this,0.40432940,Our original rank #208
349,comic,0.40430748,Our original rank #209
350,library,0.40423799,Our original rank #210
351,pretty,0.40412966,Our original rank #211
352,graffiti,0.40410097,Our original rank #212
353,shop,0.40398857,Our original rank #213
354,aha,0.40371001,Our original rank #214
355,study,0.40326309,Our original rank #215
356,metalwork,0.40308895,Our original rank #216
357,aura,0.40308483,Our original rank #217
358,thought,0.40256169,Our original rank #219
359,historic,0.40249281,Our original rank #220
360,cut,0.40178359,Our original rank #222
361,learning,0.40161014,Our original rank #223
362,cinema,0.40144921,Our original rank #224
363,thrawart,0.40140222,Our original rank #225
364,copyright,0.40109322,Our original rank #226
365,creating,0.40103482,Our original rank #227
366,tool,0.40085841,Our original rank #228
367,movement,0.40047093,Our original rank #229
368,aper,0.40039925,Our original rank #230
369,untitled,0.40032449,Our original rank #231
370,engineering,0.40028719,Our original rank #232
371,artificial,0.40025495,Our original rank #233
372,virtu,0.39923811,Our original rank #236
373,tact,0.39915707,Our original rank #237
374,airest,0.39875707,Our original rank #238
375,right,0.39874832,Our original rank #239
376,arum,0.39846420,Our original rank #240
377,research,0.39824178,Our original rank #241
378,muse,0.39823089,Our original rank #242
379,rite,0.39811255,Our original rank #243
380,performing,0.39799573,Our original rank #244
381,brushwork,0.39758638,Our original rank #246
382,nonarchitecture,0.39744679,Our original rank #247
383,data,0.39732022,Our original rank #248
384,class,0.39713287,Our original rank #249
385,chemistry,0.39680469,Our original rank #250
386,artal,0.39647048,Our original rank #251
387,geometry,0.39598338,Our original rank #252
388,archeology,0.39594930,Our original rank #253
389,collage,0.39576554,Our original rank #254
390,write,0.39575677,Our original rank #255
391,couture,0.39565224,Our original rank #256
392,ballet,0.39549372,Our original rank #257
393,thetic,0.39535723,Our original rank #258
394,test,0.39533239,Our original rank #259
395,academic,0.39520161,Our original rank #261
396,cart,0.39494657,Our original rank #262
397,shopping,0.39488387,Our original rank #263
398,point,0.39469053,Our original rank #264
399,arete,0.39444875,Our original rank #266
400,metal,0.39402950,Our original rank #268
401,crafting,0.39349938,Our original rank #269
402,advanced,0.39348104,Our original rank #270
403,edit,0.39343673,Our original rank #271
404,painty,0.39294731,Our original rank #272
405,award,0.39293277,Our original rank #273
406,picture,0.39269282,Our original rank #274
407,arvo,0.39267214,Our original rank #275
408,portraiture,0.39266912,Our original rank #276
409,tribute,0.39240420,Our original rank #277
410,darb,0.39210197,Our original rank #278
411,animal,0.39179457,Our original rank #279
412,drama,0.39173815,Our original rank #280
413,armor,0.39162684,Our original rank #281
414,textless,0.39146543,Our original rank #282
415,tea,0.39127115,Our original rank #283
416,interesting,0.39126913,Our original rank #284
417,prep,0.39105107,Our original rank #285
418,tattoo,0.39104177,Our original rank #286
419,stuff,0.39084376,Our original rank #287
420,stylized,0.39053503,Our original rank #289
421,mural,0.39029140,Our original rank #290
422,ornament,0.39019318,Our original rank #291
423,curtest,0.39015175,Our original rank #292
424,arcking,0.39013223,Our original rank #293
425,life,0.38976299,Our original rank #294
426,cubism,0.38973820,Our original rank #295
427,agog,0.38924093,Our original rank #296
428,airy,0.38921045,Our original rank #297
429,trad,0.38916287,Our original rank #298
430,health,0.38905702,Our original rank #299
431,smart,0.38901448,Our original rank #300
432,dart,0.38888798,Our original rank #301
433,adroitness,0.38879694,Our original rank #302
434,teat,0.38867970,Our original rank #303
435,chemical,0.38867584,Our original rank #304
436,dada,0.38866118,Our original rank #305
437,arista,0.38863409,Our original rank #306
438,modern,0.38855806,Our original rank #307
439,genre,0.38855774,Our original rank #308
440,pet,0.38848593,Our original rank #309
441,etude,0.38836719,Our original rank #310
442,experimental,0.38806894,Our original rank #312
443,software,0.38804959,Our original rank #313
444,video,0.38795731,Our original rank #314
445,assessment,0.38793358,Our original rank #315
446,good,0.38778336,Our original rank #316
447,rock,0.38776605,Our original rank #317
448,tut,0.38773139,Our original rank #318
449,practic,0.38769237,Our original rank #319
450,atom,0.38760732,Our original rank #320
451,history,0.38753358,Our original rank #321
452,any,0.38739791,Our original rank #322
453,atechnic,0.38732851,Our original rank #323
454,composing,0.38722547,Our original rank #324
455,pert,0.38718819,Our original rank #325
456,love,0.38708346,Our original rank #326
457,crime,0.38702056,Our original rank #327
458,food,0.38680077,Our original rank #329
459,editing,0.38679956,Our original rank #330
460,tableaux,0.38657504,Our original rank #331
461,ass,0.38657456,Our original rank #332
462,futurism,0.38648176,Our original rank #333
463,pain,0.38629371,Our original rank #334
464,arm,0.38628878,Our original rank #335
465,constructed,0.38577101,Our original rank #336
466,made,0.38573331,Our original rank #337
467,wart,0.38562055,Our original rank #338
468,letter,0.38553400,Our original rank #339
469,eath,0.38549891,Our original rank #340
470,handwork,0.38546121,Our original rank #341
471,deco,0.38538653,Our original rank #342
472,anted,0.38532050,Our original rank #343
473,makeup,0.38521702,Our original rank #344
474,auction,0.38510177,Our original rank #345
475,want,0.38504787,Our original rank #346
476,orate,0.38468001,Our original rank #347
477,arnotto,0.38439124,Our original rank #348
478,care,0.38435241,Our original rank #349
479,earth,0.38415770,Our original rank #350
480,glass,0.38383385,Our original rank #351
481,apparat,0.38374917,Our original rank #352
482,formed,0.38349944,Our original rank #353
483,english,0.38347085,Our original rank #354
484,aestheticism,0.38333902,Our original rank #355
485,weatherglass,0.38322601,Our original rank #356
486,interaction,0.38319054,Our original rank #357
487,oft,0.38312871,Our original rank #359
488,achievement,0.38304301,Our original rank #361
489,direction,0.38303772,Our original rank #362
490,graph,0.38298888,Our original rank #363
491,algorithm,0.38297945,Our original rank #364
492,irk,0.38292070,Our original rank #365
493,glasswork,0.38282946,Our original rank #366
494,op,0.38257215,Our original rank #367
495,sculpturally,0.38255750,Our original rank #368
496,angular,0.38249324,Our original rank #369
497,intro,0.38226293,Our original rank #370
498,ness,0.38222630,Our original rank #371
499,ax,0.38215653,Our original rank #372
500,hardware,0.38209851,Our original rank #374
501,wark,0.38205032,Our original rank #375
502,acta,0.38183736,Our original rank #376
503,anatomy,0.38166506,Our original rank #377
504,wit,0.38163962,Our original rank #378
505,experiment,0.38140344,Our original rank #379
506,ait,0.38106474,Our original rank #380
507,cation,0.38101721,Our original rank #381
508,schtik,0.38081686,Our original rank #382
509,testing,0.38075825,Our original rank #383
510,airthing,0.38074761,Our original rank #384
511,psych,0.38067088,Our original rank #385
512,content,0.38060545,Our original rank #386
513,bepainting,0.38054068,Our original rank #387
514,yoga,0.38021216,Our original rank #388
515,punk,0.38007393,Our original rank #389
516,articling,0.37990602,Our original rank #390
517,instrument,0.37987905,Our original rank #391
518,graffito,0.37986677,Our original rank #392
519,amu,0.37984968,Our original rank #393
520,visualization,0.37953253,Our original rank #394
521,ceramic,0.37951404,Our original rank #395
522,album,0.37948714,Our original rank #396
523,recision,0.37938018,Our original rank #397
524,ware,0.37937372,Our original rank #398
525,attribute,0.37932472,Our original rank #399
526,spa,0.37929059,Our original rank #400
527,fit,0.37925785,Our original rank #401
528,method,0.37920798,Our original rank #402
529,mat,0.37917873,Our original rank #403
530,artificiality,0.37916032,Our original rank #404
531,paper,0.37910754,Our original rank #405
532,fabric,0.37870240,Our original rank #407
533,working,0.37863337,Our original rank #408
534,cat,0.37852900,Our original rank #409
535,curacy,0.37849293,Our original rank #410
536,fancywork,0.37831595,Our original rank #412
537,tapestry,0.37825767,Our original rank #413
538,karn,0.37819336,Our original rank #414
539,articulative,0.37814647,Our original rank #415
540,stagecraft,0.37806264,Our original rank #416
541,element,0.37801867,Our original rank #417
542,arcked,0.37801852,Our original rank #418
543,utility,0.37800955,Our original rank #419
544,tutorial,0.37784817,Our original rank #421
545,designing,0.37777004,Our original rank #422
546,articulacy,0.37772019,Our original rank #423
547,airport,0.37762771,Our original rank #424
548,aspect,0.37762735,Our original rank #425
549,inter,0.37761697,Our original rank #426
550,arithmetic,0.37760420,Our original rank #427
551,glitz,0.37759157,Our original rank #428
552,aero,0.37737883,Our original rank #429
553,collaging,0.37733736,Our original rank #430
554,antick,0.37730591,Our original rank #431
555,apperception,0.37728149,Our original rank #432
556,language,0.37727824,Our original rank #433
557,folk,0.37709305,Our original rank #434
558,signature,0.37708902,Our original rank #435
559,tart,0.37704628,Our original rank #436
560,typography,0.37698702,Our original rank #437
561,exercise,0.37698625,Our original rank #438
562,creativeness,0.37694385,Our original rank #439
563,academism,0.37683842,Our original rank #440
564,fart,0.37681875,Our original rank #441
565,concert,0.37670876,Our original rank #442
566,dancing,0.37659434,Our original rank #443
567,process,0.37655501,Our original rank #444
568,dadaism,0.37654616,Our original rank #445
569,arrant,0.37652148,Our original rank #446
570,jazz,0.37646482,Our original rank #447
571,background,0.37645887,Our original rank #448
572,stylised,0.37644987,Our original rank #449
573,eurythmy,0.37642796,Our original rank #450
574,aristo,0.37639282,Our original rank #451
575,nonmusic,0.37636974,Our original rank #452
576,business,0.37636740,Our original rank #453
577,seeing,0.37631881,Our original rank #454
578,story,0.37628013,Our original rank #455
579,development,0.37626086,Our original rank #456
580,car,0.37622811,Our original rank #457
581,precision,0.37608542,Our original rank #458
582,product,0.37606052,Our original rank #459
583,vert,0.37603527,Our original rank #460
584,animated,0.37581567,Our original rank #461
585,styled,0.37566541,Our original rank #462
586,ask,0.37566094,Our original rank #463
587,demo,0.37566047,Our original rank #464
588,etch,0.37561672,Our original rank #465
589,theme,0.37551691,Our original rank #466
590,ardour,0.37519359,Our original rank #467
591,crap,0.37511879,Our original rank #468
592,party,0.37502675,Our original rank #469
593,accuracy,0.37499409,Our original rank #470
594,extra,0.37499257,Our original rank #471
595,keramic,0.37487537,Our original rank #472
596,all,0.37485032,Our original rank #473
597,galleria,0.37480834,Our original rank #474
598,profession,0.37473964,Our original rank #475
599,done,0.37468174,Our original rank #476
600,workshop,0.37460781,Our original rank #477
601,artless,0.37457328,Our original rank #478
602,arcane,0.37453933,Our original rank #479
603,artemisia,0.37452854,Our original rank #480
604,hard,0.37441479,Our original rank #481
605,material,0.37429063,Our original rank #482
606,particle,0.37426763,Our original rank #483
607,archil,0.37411681,Our original rank #484
608,function,0.37386466,Our original rank #485
609,interactive,0.37375655,Our original rank #486
610,knowledge,0.37364864,Our original rank #487
611,advertisement,0.37364024,Our original rank #488
612,play,0.37360647,Our original rank #489
613,space,0.37353987,Our original rank #490
614,unartful,0.37336082,Our original rank #491
615,pix,0.37331995,Our original rank #492
616,time,0.37321337,Our original rank #493
617,kitsch,0.37320104,Our original rank #494
618,doc,0.37316834,Our original rank #495
619,rad,0.37316463,Our original rank #496
620,spait,0.37313821,Our original rank #497
621,park,0.37308162,Our original rank #498
622,poster,0.37307093,Our original rank #499
623,pol,0.37305487,Our original rank #500
624,tarot,0.37301774,Our original rank #501
625,auto,0.37299556,Our original rank #502
626,articulate,0.37296377,Our original rank #503
627,tile,0.37281832,Our original rank #504
628,imagery,0.37279140,Our original rank #505
