rank,word,similarity,note
82,water,0.41626299,"OpenAI #96, Our rank #382"
83,submerged,0.32036458,"OpenAI #97, Our rank #3,255"
84,watery,0.32161864,"OpenAI #98, Our rank #3,147"
85,riverine,0.24558968,"OpenAI #99, Our rank #22,710"
86,maritime,0.30590491,"OpenAI #100, Our rank #4,817"
87,nautical,0.27517006,"OpenAI #101, Our rank #11,059"
88,naval,0.30102537,"OpenAI #102, Our rank #5,515"
89,seafaring,0.29818943,"OpenAI #103, Our rank #5,972"
90,oceanographic,0.28513297,"OpenAI #104, Our rank #8,566"
91,piscatorial,0.46237247,"OpenAI #105, Our rank #158"
92,ichthyic,0.45184574,"OpenAI #106, Our rank #191"
93,piscatory,0.49582625,"OpenAI #107, Our rank #93"
94,flippered,0.00000000,"OpenAI #108, Not in our embeddings"
95,subaqueous,0.26158887,"OpenAI #109, Our rank #15,627"
96,submersible,0.28003792,"OpenAI #110, Our rank #9,804"
97,subaquatic,0.35409937,"OpenAI #111, Our rank #1,340"
98,inland,0.26339283,"OpenAI #112, Our rank #14,915"
99,potable,0.22551002,"OpenAI #113, Our rank #34,467"
100,drinkable,0.24607578,"OpenAI #114, Our rank #22,479"
101,unsalty,0.00000000,"OpenAI #115, Not in our embeddings"
102,sweetwater,0.00000000,"OpenAI #116, Not in our embeddings"
103,nonsaline,0.17250534,"OpenAI #117, Our rank #77,638"
104,nonbrackish,0.00000000,"OpenAI #118, Not in our embeddings"
105,seawater,0.32896778,"OpenAI #119, Our rank #2,587"
106,brine,0.32638042,"OpenAI #120, Our rank #2,771"
107,saline,0.22036236,"OpenAI #121, Our rank #37,959"
108,brackish,0.30231716,"OpenAI #122, Our rank #5,354"
109,salty,0.35659629,"OpenAI #123, Our rank #1,253"
110,seaborne,0.28002281,"OpenAI #124, Our rank #9,810"
111,seagoing,0.28493765,"OpenAI #125, Our rank #8,612"
112,pelagic,0.33728416,"OpenAI #126, Our rank #2,040"
113,seaward,0.26322333,"OpenAI #127, Our rank #14,979"
114,brook,0.27806648,"OpenAI #128, Our rank #10,290"
115,creek,0.37161644,"OpenAI #129, Our rank #895"
116,rivulet,0.24943710,"OpenAI #130, Our rank #20,797"
117,rill,0.26650831,"OpenAI #131, Our rank #13,836"
118,runnel,0.27382573,"OpenAI #132, Our rank #11,444"
119,watercourse,0.32837620,"OpenAI #133, Our rank #2,630"
120,tributary,0.21749422,"OpenAI #134, Our rank #39,924"
121,channel,0.30394046,"OpenAI #135, Our rank #5,122"
122,waterway,0.28006855,"OpenAI #136, Our rank #9,794"
123,reservoir,0.29215046,"OpenAI #137, Our rank #7,046"
124,lagoon,0.35080236,"OpenAI #138, Our rank #1,446"
125,loch,0.40233429,"OpenAI #139, Our rank #492"
126,tarn,0.29830286,"OpenAI #140, Our rank #5,956"
127,mere,0.28147181,"OpenAI #141, Our rank #9,450"
128,basin,0.32729336,"OpenAI #142, Our rank #2,702"
129,pool,0.41163921,"OpenAI #143, Our rank #415"
130,waterhole,0.00000000,"OpenAI #144, Not in our embeddings"
131,wateringhole,0.00000000,"OpenAI #145, Not in our embeddings"
132,billabong,0.28697787,"OpenAI #146, Our rank #8,131"
133,deep,0.37685912,"OpenAI #147, Our rank #796"
134,main,0.25020248,"OpenAI #148, Our rank #20,437"
135,blue,0.35759258,"OpenAI #149, Our rank #1,233"
136,submersed,0.28637040,"OpenAI #150, Our rank #8,268"
137,belowthesurface,0.00000000,"OpenAI #151, Not in our embeddings"
138,sunken,0.29857358,"OpenAI #152, Our rank #5,904"
139,immersed,0.25316209,"OpenAI #153, Our rank #19,033"
140,submarine,0.37117672,"OpenAI #154, Our rank #907"
141,dive,0.42007400,"OpenAI #155, Our rank #360"
142,stroke,0.32529163,"OpenAI #156, Our rank #2,864"
143,paddle,0.37004277,"OpenAI #157, Our rank #932"
144,float,0.45650678,"OpenAI #158, Our rank #179"
145,glide,0.27905382,"OpenAI #159, Our rank #10,029"
146,plunge,0.26802467,"OpenAI #160, Our rank #13,287"
147,wade,0.31951368,"OpenAI #161, Our rank #3,341"
148,backstroke,0.27960424,"OpenAI #162, Our rank #9,903"
149,climb,0.25262850,"OpenAI #163, Our rank #19,282"
150,ascend,0.21791035,"OpenAI #164, Our rank #39,617"
151,gradation,0.28958863,"OpenAI #165, Our rank #7,551"
152,proportion,0.17313838,"OpenAI #166, Our rank #77,121"
153,range,0.26743836,"OpenAI #167, Our rank #13,491"
154,ladder,0.24266809,"OpenAI #168, Our rank #24,228"
155,degree,0.25614641,"OpenAI #169, Our rank #17,801"
156,size,0.27153536,"OpenAI #170, Our rank #12,162"
157,respiratory,0.22926488,"OpenAI #171, Our rank #32,031"
158,breathing,0.26227921,"OpenAI #172, Our rank #15,355"
159,vent,0.31117726,"OpenAI #173, Our rank #4,176"
160,lung,0.30720090,"OpenAI #174, Our rank #4,637"
161,airway,0.22239968,"OpenAI #175, Our rank #36,534"
162,organ,0.29779464,"OpenAI #176, Our rank #6,024"
163,lure,0.40302296,"OpenAI #177, Our rank #486"
164,trap,0.40450121,"OpenAI #178, Our rank #469"
165,snare,0.29136051,"OpenAI #179, Our rank #7,207"
166,clasp,0.24258334,"OpenAI #180, Our rank #24,276"
167,grapple,0.25938975,"OpenAI #181, Our rank #16,465"
168,fasten,0.24848150,"OpenAI #182, Our rank #21,255"
169,entice,0.27760080,"OpenAI #183, Our rank #10,407"
170,attract,0.28829577,"OpenAI #184, Our rank #7,822"
171,decoy,0.31026596,"OpenAI #185, Our rank #4,275"
172,tempt,0.35867595,"OpenAI #186, Our rank #1,198"
173,seduce,0.22888935,"OpenAI #187, Our rank #32,269"
174,wind,0.35235726,"OpenAI #188, Our rank #1,398"
175,pull,0.29125118,"OpenAI #189, Our rank #7,224"
176,retrieve,0.28794118,"OpenAI #190, Our rank #7,897"
177,haul,0.30328651,"OpenAI #191, Our rank #5,215"
178,draw,0.30259156,"OpenAI #192, Our rank #5,311"
179,tow,0.30556483,"OpenAI #193, Our rank #4,859"
180,hitch,0.30584564,"OpenAI #194, Our rank #4,823"
181,snag,0.32697889,"OpenAI #195, Our rank #2,727"
182,capture,0.34514878,"OpenAI #196, Our rank #1,665"
183,nab,0.27307579,"OpenAI #197, Our rank #11,680"
184,seize,0.25108333,"OpenAI #198, Our rank #20,017"
185,land,0.34570955,"OpenAI #199, Our rank #1,644"
186,net,0.31926678,"OpenAI #200, Our rank #3,377"
187,piscator,0.49607794,"OpenAI #203, Our rank #92"
188,caster,0.36014489,"OpenAI #206, Our rank #1,165"
189,rodman,0.25951400,"OpenAI #207, Our rank #16,411"
190,sport,0.40626067,"OpenAI #208, Our rank #453"
191,recreation,0.27864768,"OpenAI #209, Our rank #10,141"
192,hobby,0.32637277,"OpenAI #210, Our rank #2,772"
193,pastime,0.26596289,"OpenAI #211, Our rank #14,027"
194,activity,0.35291541,"OpenAI #212, Our rank #1,384"
195,pursuit,0.29007315,"OpenAI #213, Our rank #7,455"
196,casting,0.36291194,"OpenAI #215, Our rank #1,084"
197,trapping,0.28703227,"OpenAI #216, Our rank #8,116"
198,trawling,0.37202345,"OpenAI #217, Our rank #883"
199,hooking,0.28817648,"OpenAI #218, Our rank #7,847"
200,luring,0.29496272,"OpenAI #219, Our rank #6,499"
201,reeling,0.24374700,"OpenAI #220, Our rank #23,640"
202,netting,0.30788356,"OpenAI #221, Our rank #4,559"
203,trawler,0.42169782,"OpenAI #222, Our rank #350"
204,seiner,0.19460318,"OpenAI #223, Our rank #58,557"
205,hooker,0.30359175,"OpenAI #224, Our rank #5,172"
206,netter,0.28127539,"OpenAI #225, Our rank #9,492"
207,reeler,0.24127489,"OpenAI #226, Our rank #24,977"
208,seafoodvendor,0.00000000,"OpenAI #235, Not in our embeddings"
209,seafoodmerchant,0.00000000,"OpenAI #240, Not in our embeddings"
210,maki,0.00000000,"OpenAI #242, Not in our embeddings"
211,nigiri,0.00000000,"OpenAI #243, Not in our embeddings"
212,temaki,0.00000000,"OpenAI #244, Not in our embeddings"
213,sushiroll,0.00000000,"OpenAI #245, Not in our embeddings"
214,rice,0.38643907,"OpenAI #247, Our rank #659"
215,yellowtail,0.40666767,"OpenAI #248, Our rank #449"
216,fillet,0.34592549,"OpenAI #249, Our rank #1,633"
217,pink,0.34670416,"OpenAI #250, Our rank #1,604"
218,omega3,0.00000000,"OpenAI #251, Not in our embeddings"
219,grilled,0.31064809,"OpenAI #252, Our rank #4,239"
220,smoked,0.35822818,"OpenAI #253, Our rank #1,215"
221,steak,0.36861780,"OpenAI #254, Our rank #960"
222,canned,0.30908971,"OpenAI #255, Our rank #4,415"
223,yellowfin,0.44754856,"OpenAI #256, Our rank #206"
224,albacore,0.37044356,"OpenAI #257, Our rank #924"
225,fresh,0.48447179,"OpenAI #258, Our rank #107"
226,white,0.26170885,"OpenAI #259, Our rank #15,585"
227,baked,0.29932139,"OpenAI #260, Our rank #5,767"
228,fried,0.46958270,"OpenAI #261, Our rank #140"
229,haddock,0.47414171,"OpenAI #262, Our rank #133"
230,flaky,0.30880772,"OpenAI #263, Our rank #4,446"
231,char,0.29168866,"OpenAI #264, Our rank #7,134"
232,rainbow,0.33319916,"OpenAI #265, Our rank #2,302"
233,brown,0.32960769,"OpenAI #266, Our rank #2,544"
234,steelhead,0.43034364,"OpenAI #267, Our rank #298"
235,cutthroat,0.27529505,"OpenAI #268, Our rank #11,021"
236,arctic,0.29701858,"OpenAI #269, Our rank #6,150"
237,sardine,0.41794941,"OpenAI #270, Our rank #370"
238,anchovy,0.44554394,"OpenAI #271, Our rank #216"
239,hake,0.43001678,"OpenAI #272, Our rank #299"
240,pollock,0.41832375,"OpenAI #273, Our rank #369"
241,jack,0.27099948,"OpenAI #274, Our rank #12,330"
242,perch,0.38280047,"OpenAI #275, Our rank #705"
243,pike,0.46192750,"OpenAI #276, Our rank #159"
244,walleye,0.44019973,"OpenAI #277, Our rank #240"
245,snapper,0.38259339,"OpenAI #278, Our rank #709"
246,koi,0.49311527,"OpenAI #279, Our rank #98"
247,crucian,0.39997928,"OpenAI #280, Our rank #515"
248,tench,0.46106721,"OpenAI #281, Our rank #160"
249,barbel,0.40056859,"OpenAI #282, Our rank #509"
250,chub,0.36660882,"OpenAI #283, Our rank #1,000"
251,roach,0.38074931,"OpenAI #284, Our rank #731"
252,marlin,0.40792726,"OpenAI #285, Our rank #434"
253,mahimahi,0.43896450,"OpenAI #286, Our rank #244"
254,wahoo,0.38929208,"OpenAI #288, Our rank #622"
255,greatwhite,0.00000000,"OpenAI #289, Not in our embeddings"
256,hammerhead,0.30548820,"OpenAI #290, Our rank #4,871"
257,tiger,0.38286912,"OpenAI #291, Our rank #703"
258,bull,0.34966061,"OpenAI #292, Our rank #1,487"
259,mako,0.37950624,"OpenAI #293, Our rank #758"
260,nurse,0.28683557,"OpenAI #294, Our rank #8,166"
261,whale,0.44261336,"OpenAI #295, Our rank #225"
262,cephalopod,0.31886823,"OpenAI #296, Our rank #3,412"
263,nautilus,0.33994683,"OpenAI #298, Our rank #1,898"
264,kraken,0.33856286,"OpenAI #299, Our rank #1,963"
265,tentacle,0.32327610,"OpenAI #300, Our rank #3,010"
266,invertebrate,0.27569564,"OpenAI #301, Our rank #10,920"
267,calamari,0.35326122,"OpenAI #302, Our rank #1,369"
268,scampi,0.36439835,"OpenAI #304, Our rank #1,050"
269,langostino,0.32207052,"OpenAI #305, Our rank #3,116"
270,krill,0.40720008,"OpenAI #306, Our rank #445"
271,crevette,0.00000000,"OpenAI #307, Not in our embeddings"
272,gamba,0.23974358,"OpenAI #308, Our rank #25,807"
273,langouste,0.33459266,"OpenAI #311, Our rank #2,207"
274,homard,0.00000000,"OpenAI #312, Not in our embeddings"
275,spinylobster,0.00000000,"OpenAI #313, Not in our embeddings"
276,rocklobster,0.00000000,"OpenAI #314, Not in our embeddings"
277,dungeness,0.00000000,"OpenAI #315, Not in our embeddings"
278,snowcrab,0.00000000,"OpenAI #316, Not in our embeddings"
279,kingcrab,0.00000000,"OpenAI #317, Not in our embeddings"
280,bluecrab,0.00000000,"OpenAI #318, Not in our embeddings"
281,softshellcrab,0.00000000,"OpenAI #319, Not in our embeddings"
282,bivalve,0.30867850,"OpenAI #320, Our rank #4,468"
283,gastropod,0.29034083,"OpenAI #321, Our rank #7,405"
284,snail,0.33758990,"OpenAI #322, Our rank #2,025"
285,conch,0.34176779,"OpenAI #323, Our rank #1,831"
286,cockle,0.36223145,"OpenAI #324, Our rank #1,097"
287,quahog,0.34016910,"OpenAI #325, Our rank #1,890"
288,pearl,0.29435303,"OpenAI #326, Our rank #6,611"
289,abalone,0.33756401,"OpenAI #327, Our rank #2,028"
290,scalloped,0.28972366,"OpenAI #328, Our rank #7,530"
291,fanshaped,0.00000000,"OpenAI #329, Not in our embeddings"
292,bluemussel,0.00000000,"OpenAI #330, Not in our embeddings"
293,seagrass,0.00000000,"OpenAI #331, Not in our embeddings"
294,moss,0.38126196,"OpenAI #332, Our rank #724"
295,fungi,0.40096606,"OpenAI #333, Our rank #502"
296,lichen,0.31307904,"OpenAI #334, Our rank #3,978"
297,reef,0.37635411,"OpenAI #335, Our rank #808"
298,polyp,0.31497231,"OpenAI #336, Our rank #3,778"
299,colony,0.24331437,"OpenAI #337, Our rank #23,854"
300,skeleton,0.25785882,"OpenAI #338, Our rank #17,062"
301,cnidarian,0.31638924,"OpenAI #339, Our rank #3,643"
302,stony,0.22795083,"OpenAI #340, Our rank #32,871"
303,marineplant,0.00000000,"OpenAI #341, Not in our embeddings"
304,oceanplant,0.00000000,"OpenAI #342, Not in our embeddings"
305,sealettuce,0.00000000,"OpenAI #343, Not in our embeddings"
306,bladderwrack,0.00000000,"OpenAI #344, Not in our embeddings"
307,rockweed,0.36189267,"OpenAI #345, Our rank #1,108"
308,microorganism,0.25735321,"OpenAI #346, Our rank #17,271"
309,phytoplankton,0.31920400,"OpenAI #347, Our rank #3,383"
310,zooplankton,0.36027781,"OpenAI #348, Our rank #1,159"
311,tinyorganism,0.00000000,"OpenAI #349, Not in our embeddings"
312,microscopiccreature,0.00000000,"OpenAI #350, Not in our embeddings"
313,smallorganism,0.00000000,"OpenAI #351, Not in our embeddings"
314,floatingorganism,0.00000000,"OpenAI #352, Not in our embeddings"
315,environment,0.28772315,"OpenAI #353, Our rank #7,952"
316,habitat,0.32588054,"OpenAI #354, Our rank #2,820"
317,community,0.27758705,"OpenAI #355, Our rank #10,409"
318,ecologicalsystem,0.00000000,"OpenAI #356, Not in our embeddings"
319,biome,0.28621232,"OpenAI #357, Our rank #8,306"
320,ecologicalcommunity,0.00000000,"OpenAI #358, Not in our embeddings"
321,naturalsystem,0.00000000,"OpenAI #359, Not in our embeddings"
322,livingsystem,0.00000000,"OpenAI #360, Not in our embeddings"
323,hunter,0.33257964,"OpenAI #361, Our rank #2,344"
324,carnivore,0.36060013,"OpenAI #362, Our rank #1,151"
325,killer,0.34324967,"OpenAI #363, Our rank #1,755"
326,predatoryanimal,0.00000000,"OpenAI #364, Not in our embeddings"
327,preyhunter,0.00000000,"OpenAI #365, Not in our embeddings"
328,predacious,0.27128452,"OpenAI #366, Our rank #12,240"
329,predatorycreature,0.00000000,"OpenAI #367, Not in our embeddings"
330,meateater,0.00000000,"OpenAI #368, Not in our embeddings"
331,victim,0.27398399,"OpenAI #369, Our rank #11,400"
332,quarry,0.29178529,"OpenAI #370, Our rank #7,122"
333,target,0.28493803,"OpenAI #371, Our rank #8,611"
334,game,0.39915447,"OpenAI #372, Our rank #517"
335,hunted,0.31976454,"OpenAI #373, Our rank #3,314"
336,food,0.51899454,"OpenAI #374, Our rank #57"
337,institution,0.24103716,"OpenAI #375, Our rank #25,098"
338,academy,0.24250849,"OpenAI #376, Our rank #24,314"
339,college,0.30413484,"OpenAI #377, Our rank #5,093"
340,education,0.29039750,"OpenAI #378, Our rank #7,396"
341,learning,0.30372983,"OpenAI #379, Our rank #5,156"
342,class,0.31843432,"OpenAI #380, Our rank #3,448"
343,lesson,0.30400333,"OpenAI #381, Our rank #5,110"
344,study,0.35246099,"OpenAI #382, Our rank #1,395"
345,bank,0.34224192,"OpenAI #383, Our rank #1,810"
346,sandbar,0.25112065,"OpenAI #384, Our rank #20,000"
347,shallow,0.30762487,"OpenAI #385, Our rank #4,581"
348,bar,0.32033696,"OpenAI #386, Our rank #3,258"
349,ridge,0.29070254,"OpenAI #387, Our rank #7,345"
350,ledge,0.28854396,"OpenAI #388, Our rank #7,775"
351,shelf,0.32936783,"OpenAI #389, Our rank #2,558"
352,crowd,0.27247809,"OpenAI #390, Our rank #11,887"
353,throng,0.18219082,"OpenAI #391, Our rank #69,281"
354,horde,0.23233783,"OpenAI #392, Our rank #30,138"
355,multitude,0.21184871,"OpenAI #393, Our rank #44,281"
356,mob,0.33027969,"OpenAI #394, Our rank #2,501"
357,pack,0.32557355,"OpenAI #395, Our rank #2,843"
358,mass,0.32183520,"OpenAI #396, Our rank #3,133"
359,cluster,0.26934057,"OpenAI #397, Our rank #12,835"
360,herd,0.30476674,"OpenAI #398, Our rank #4,988"
361,drove,0.24255265,"OpenAI #399, Our rank #24,288"
362,gaggle,0.24204849,"OpenAI #400, Our rank #24,571"
363,bevy,0.20760084,"OpenAI #401, Our rank #47,680"
364,collection,0.28661010,"OpenAI #402, Our rank #8,214"
365,assembly,0.19174587,"OpenAI #403, Our rank #60,946"
366,team,0.28579297,"OpenAI #404, Our rank #8,401"
367,squad,0.26346808,"OpenAI #405, Our rank #14,882"
368,party,0.34872988,"OpenAI #406, Our rank #1,513"
369,band,0.31748650,"OpenAI #407, Our rank #3,536"
370,crew,0.32333818,"OpenAI #408, Our rank #3,004"
371,company,0.30115485,"OpenAI #409, Our rank #5,497"
372,gathering,0.23630064,"OpenAI #410, Our rank #27,738"
373,organism,0.33357727,"OpenAI #411, Our rank #2,279"
374,breed,0.32183058,"OpenAI #412, Our rank #3,134"
375,variety,0.28519736,"OpenAI #413, Our rank #8,547"
376,type,0.32877082,"OpenAI #414, Our rank #2,603"
377,kind,0.33183007,"OpenAI #415, Our rank #2,393"
378,genus,0.26902191,"OpenAI #416, Our rank #12,946"
379,race,0.34498487,"OpenAI #417, Our rank #1,675"
380,family,0.36842596,"OpenAI #418, Our rank #965"
381,richness,0.22564510,"OpenAI #419, Our rank #34,391"
382,diversity,0.23843251,"OpenAI #420, Our rank #26,523"
383,abundance,0.24696328,"OpenAI #421, Our rank #22,033"
384,assortment,0.22069229,"OpenAI #422, Our rank #37,708"
385,preservation,0.18890451,"OpenAI #423, Our rank #63,416"
386,protection,0.18759597,"OpenAI #424, Our rank #64,516"
387,safeguarding,0.12021107,"OpenAI #425, Our rank #109,133"
388,stewardship,0.14918638,"OpenAI #426, Our rank #95,498"
389,maintenance,0.24561565,"OpenAI #427, Our rank #22,697"
390,care,0.29565880,"OpenAI #428, Our rank #6,380"
391,restoration,0.17014549,"OpenAI #429, Our rank #79,513"
392,durability,0.15232531,"OpenAI #430, Our rank #93,313"
393,viability,0.20551288,"OpenAI #431, Our rank #49,369"
394,longevity,0.22672141,"OpenAI #432, Our rank #33,653"
395,resilience,0.18302083,"OpenAI #433, Our rank #68,533"
396,continuity,0.18676063,"OpenAI #434, Our rank #65,242"
397,green,0.35043898,"OpenAI #435, Our rank #1,458"
398,ecofriendly,0.00000000,"OpenAI #436, Not in our embeddings"
399,renewable,0.21780130,"OpenAI #437, Our rank #39,701"
400,depletion,0.17536270,"OpenAI #438, Our rank #75,224"
401,exploitation,0.21295379,"OpenAI #439, Our rank #43,370"
402,overharvesting,0.23902389,"OpenAI #440, Our rank #26,204"
403,unsustainable,0.19355951,"OpenAI #441, Our rank #59,438"
404,exhaustion,0.16547515,"OpenAI #442, Our rank #83,366"
405,decline,0.20941144,"OpenAI #443, Our rank #46,194"
406,overexploitation,0.22809882,"OpenAI #444, Our rank #32,764"
407,aquafarming,0.00000000,"OpenAI #446, Not in our embeddings"
408,mariculture,0.34781828,"OpenAI #447, Our rank #1,560"
409,vivarium,0.30753521,"OpenAI #450, Our rank #4,592"
410,terrarium,0.22659327,"OpenAI #451, Our rank #33,731"
411,carassiusauratus,0.00000000,"OpenAI #452, Not in our embeddings"
412,bettasplenden,0.00000000,"OpenAI #456, Not in our embeddings"
413,poeciliareticulata,0.00000000,"OpenAI #458, Not in our embeddings"
414,livebearer,0.00000000,"OpenAI #459, Not in our embeddings"
415,endlersguppy,0.00000000,"OpenAI #460, Not in our embeddings"
416,pterophyllum,0.00000000,"OpenAI #461, Not in our embeddings"
417,tropical,0.26751305,"OpenAI #462, Our rank #13,464"
418,colorful,0.29484810,"OpenAI #463, Our rank #6,520"
419,neon,0.28161241,"OpenAI #464, Our rank #9,414"
420,characin,0.40748200,"OpenAI #465, Our rank #440"
421,small,0.28793542,"OpenAI #466, Our rank #7,899"
422,schooling,0.24373358,"OpenAI #467, Our rank #23,647"
423,african,0.00000000,"OpenAI #468, Not in our embeddings"
424,southamerican,0.00000000,"OpenAI #469, Not in our embeddings"
425,aggressive,0.25385254,"OpenAI #470, Our rank #18,750"
426,amphiprion,0.00000000,"OpenAI #471, Not in our embeddings"
427,anemone,0.29318244,"OpenAI #472, Our rank #6,843"
428,nemo,0.00000000,"OpenAI #473, Not in our embeddings"
429,tang,0.28695892,"OpenAI #474, Our rank #8,135"
430,goby,0.41434282,"OpenAI #475, Our rank #394"
431,symphysodon,0.00000000,"OpenAI #476, Not in our embeddings"
432,anabantid,0.00000000,"OpenAI #478, Not in our embeddings"
433,topminnow,0.40028505,"OpenAI #479, Our rank #511"
434,poeciliid,0.00000000,"OpenAI #481, Not in our embeddings"
435,molly,0.31973004,"OpenAI #482, Our rank #3,316"
436,platy,0.40203409,"OpenAI #483, Our rank #495"
437,bottomfeeder,0.00000000,"OpenAI #484, Not in our embeddings"
438,algaeeater,0.00000000,"OpenAI #486, Not in our embeddings"
439,corydora,0.00000000,"OpenAI #487, Not in our embeddings"
440,plecostomus,0.00000000,"OpenAI #488, Not in our embeddings"
441,otocinclus,0.00000000,"OpenAI #489, Not in our embeddings"
442,hillstreamloach,0.00000000,"OpenAI #490, Not in our embeddings"
443,fin,0.49097684,"OpenAI #491, Our rank #102"
444,pet,0.40012355,"OpenAI #492, Our rank #513"
445,active,0.30360388,"OpenAI #493, Our rank #5,171"
446,piscary,0.54944454,Our original rank #31
447,fly,0.52613458,Our original rank #44
448,boat,0.52419366,Our original rank #47
449,fyke,0.51476229,Our original rank #63
450,fry,0.50463804,Our original rank #76
451,muskie,0.49690619,Our original rank #88
452,flounder,0.49663484,Our original rank #90
453,frog,0.49458461,Our original rank #95
454,minnow,0.49279696,Our original rank #99
455,ship,0.49245441,Our original rank #100
456,pollack,0.48517461,Our original rank #105
457,surf,0.48517108,Our original rank #106
458,teleost,0.48314634,Our original rank #113
459,crappie,0.48165889,Our original rank #116
460,bird,0.48091770,Our original rank #117
461,fruit,0.48005571,Our original rank #122
462,bowfin,0.47913607,Our original rank #123
463,salmonid,0.47341914,Our original rank #134
464,fight,0.47242874,Our original rank #136
