rank,word,similarity
167,home,0.44741844
168,open,0.44684372
169,budget,0.44678114
170,shop,0.44540405
171,checkout,0.44490784
172,program,0.44475571
173,boo,0.44468189
174,school,0.44461375
175,resume,0.44421966
176,listed,0.44333278
177,binder,0.44277573
178,database,0.44258427
179,index,0.44235409
180,checkbook,0.44204117
181,list,0.44117473
182,button,0.44111268
183,copyright,0.44090620
184,self,0.43839089
185,nook,0.43825656
186,guide,0.43823929
187,reservation,0.43820396
188,binding,0.43715455
189,unbookish,0.43711258
190,manuscript,0.43672896
191,bookworm,0.43623560
192,deck,0.43580401
193,boot,0.43487783
194,bookplate,0.43481374
195,textbookish,0.43449199
196,chronicle,0.43385183
197,work,0.43383046
198,paperbacked,0.43349973
199,report,0.43324710
200,software,0.43320632
201,browser,0.43295785
202,new,0.43269941
203,dybbuk,0.43264212
204,written,0.43249903
205,invoice,0.43227997
206,car,0.43216554
207,loan,0.43192611
208,apter,0.43161508
209,bookbinding,0.43140174
210,bundle,0.43105688
211,blurb,0.43053392
212,model,0.43031628
213,pamphlet,0.43000250
214,clothbound,0.42958119
215,club,0.42949694
216,product,0.42918060
217,repository,0.42917028
218,english,0.42909434
219,business,0.42888250
220,playlist,0.42884312
221,voucher,0.42832629
222,plan,0.42821857
223,press,0.42775980
224,shirt,0.42745957
225,cite,0.42740982
226,biography,0.42700309
227,literature,0.42678875
228,keep,0.42640851
229,lookup,0.42634424
230,registration,0.42633499
231,text,0.42617959
232,college,0.42610849
233,publishing,0.42577905
234,handlist,0.42555874
235,hotel,0.42533613
236,picture,0.42531358
237,toolbox,0.42506164
238,computer,0.42498761
239,bole,0.42496210
240,label,0.42493442
241,fund,0.42471586
242,phone,0.42466618
243,bookmaker,0.42464744
244,hook,0.42395858
245,bidden,0.42366654
246,table,0.42339307
247,brook,0.42338340
248,clipboard,0.42311880
249,gallery,0.42300596
250,award,0.42257549
251,cloth,0.42217069
252,poster,0.42215506
253,store,0.42205440
254,body,0.42198973
255,tool,0.42169468
256,borrow,0.42153566
257,ate,0.42129119
258,music,0.42098563
259,libretto,0.42078403
260,backup,0.42061555
261,rebook,0.42061381
262,bet,0.42023049
263,call,0.42021859
264,certificate,0.42012516
265,brief,0.41984737
266,carnet,0.41960521
267,kobo,0.41945991
268,bro,0.41945312
269,episode,0.41938881
270,studbook,0.41917744
271,waitress,0.41909914
272,friend,0.41898042
273,collect,0.41895628
274,bock,0.41880845
275,fil,0.41873380
276,leaflet,0.41871528
277,tablet,0.41866915
278,documentation,0.41851527
279,travelogue,0.41844253
280,free,0.41808968
281,titre,0.41771372
282,package,0.41741756
283,blank,0.41734638
284,made,0.41709565
285,saved,0.41698945
286,bookbindery,0.41679287
287,playbill,0.41668079
288,newspaper,0.41660726
289,face,0.41658822
290,play,0.41631435
291,amazon,0.41581015
292,check,0.41578734
293,doctor,0.41573957
294,building,0.41567782
295,day,0.41562120
296,cope,0.41528887
297,post,0.41520844
298,bookishly,0.41518881
299,paragraph,0.41514480
300,category,0.41509874
301,scribed,0.41500279
302,coat,0.41473334
303,build,0.41436393
304,basket,0.41406854
305,figure,0.41401807
306,year,0.41397921
307,anthology,0.41395203
308,baby,0.41362667
309,paged,0.41354813
310,subtitle,0.41354261
311,stuff,0.41301055
312,spiel,0.41300900
313,rock,0.41290325
314,own,0.41289382
315,watch,0.41286127
316,volume,0.41266135
317,potboiler,0.41245863
318,bill,0.41231434
319,chart,0.41223829
320,opened,0.41205003
321,inscription,0.41189342
322,market,0.41187115
323,dit,0.41174737
324,bad,0.41174563
325,case,0.41150241
326,dog,0.41140067
327,broker,0.41132627
328,billing,0.41124198
329,overbook,0.41106723
330,combo,0.41096022
331,holiday,0.41091572
332,prebooking,0.41067855
333,advisor,0.41056868
334,quantity,0.41055405
335,menu,0.41049905
336,doctrine,0.41046139
337,backlist,0.41045054
338,collector,0.41042926
339,appoint,0.41022005
340,headline,0.41018416
341,reserve,0.41002854
342,notated,0.40986200
343,citation,0.40976970
344,design,0.40963158
345,boom,0.40954150
346,trade,0.40935924
347,pack,0.40909670
348,interest,0.40908589
349,fanzine,0.40908434
350,keeping,0.40893447
351,format,0.40889325
352,drawer,0.40865029
353,prep,0.40862751
354,bold,0.40853401
355,called,0.40840739
356,bid,0.40831428
357,exam,0.40831129
358,order,0.40814790
359,registry,0.40812077
360,cart,0.40797408
361,question,0.40775874
362,prebooked,0.40746259
363,act,0.40743129
364,keyboard,0.40716334
365,cake,0.40709406
366,search,0.40701289
367,log,0.40643246
368,font,0.40636763
369,draft,0.40636161
370,make,0.40617370
371,commend,0.40610530
372,chap,0.40607183
373,editor,0.40599805
374,device,0.40575839
375,sale,0.40575238
376,form,0.40567363
377,coupon,0.40515744
378,register,0.40514304
379,month,0.40513999
380,buster,0.40501230
381,calling,0.40492847
382,caption,0.40491179
383,firm,0.40487543
384,making,0.40480759
385,excel,0.40466647
386,biblist,0.40460679
387,nota,0.40459124
388,receipt,0.40455832
389,blurbed,0.40454249
390,save,0.40432025
391,printing,0.40430784
392,hefter,0.40411821
393,link,0.40403483
394,best,0.40388688
395,dock,0.40344906
396,code,0.40343792
397,vehicle,0.40324544
398,learning,0.40313273
399,course,0.40301468
400,tab,0.40292910
401,bout,0.40290688
402,info,0.40289311
403,alphabet,0.40286272
404,thing,0.40276689
405,deposit,0.40272881
406,here,0.40255404
407,boob,0.40248770
408,classic,0.40227070
409,cancel,0.40226053
410,credit,0.40211693
411,boy,0.40191814
412,bibliotheca,0.40184803
413,tutorial,0.40181249
414,ordered,0.40173085
415,compendium,0.40170964
416,language,0.40166985
417,drug,0.40164938
418,consult,0.40162196
419,leaf,0.40147361
420,object,0.40138747
421,project,0.40131781
422,band,0.40101940
423,deal,0.40093280
424,grammar,0.40090098
425,contract,0.40067500
426,marc,0.40060831
427,ready,0.40053657
428,revision,0.40037764
429,week,0.40034833
430,unpublished,0.40022104
431,monographing,0.40020068
432,print,0.40016946
433,plate,0.40012835
434,bond,0.40011853
435,bird,0.40003195
436,number,0.40001271
437,name,0.40001226
438,almanac,0.40000370
439,parable,0.39989887
440,nob,0.39977789
441,posting,0.39972753
442,group,0.39956837
443,camera,0.39932575
444,formatted,0.39918618
445,dated,0.39909410
446,something,0.39889092
447,lock,0.39881282
448,registered,0.39873455
449,catalo,0.39856798
450,volunteer,0.39847703
451,quote,0.39829403
452,stock,0.39826170
453,rebooked,0.39822976
454,botel,0.39807003
455,enate,0.39799782
456,help,0.39792555
457,dialog,0.39775316
458,jacket,0.39769825
459,cheap,0.39762680
460,schoolbag,0.39734436
461,wrote,0.39725463
462,close,0.39725345
463,description,0.39708891
464,biblike,0.39703812
465,bound,0.39690433
466,it,0.39689940
467,begin,0.39689856
468,shoe,0.39683976
469,nicely,0.39674391
470,apple,0.39666528
471,drawing,0.39662141
472,class,0.39642466
473,leased,0.39631137
474,compiled,0.39630260
475,prepare,0.39623801
476,finish,0.39621187
477,opening,0.39621179
478,company,0.39587534
479,module,0.39583822
480,bike,0.39583451
481,house,0.39577337
482,passport,0.39555989
483,countdown,0.39548459
484,markdown,0.39542493
485,backpack,0.39537805
486,into,0.39527159
487,banknote,0.39527125
488,finished,0.39518604
489,available,0.39515767
490,script,0.39513149
491,blob,0.39509824
492,video,0.39507514
493,mark,0.39481592
494,rule,0.39468110
495,hold,0.39460845
496,travelog,0.39458460
497,bung,0.39438147
498,forme,0.39436207
499,programming,0.39432637
500,container,0.39427602
501,booth,0.39417424
502,about,0.39407676
503,autobiography,0.39398840
504,bibliothecal,0.39398085
505,subscription,0.39397826
506,noun,0.39394227
507,fabric,0.39392220
508,holding,0.39383096
509,place,0.39377198
510,bulletin,0.39376610
511,crap,0.39369668
512,block,0.39329361
513,advertisement,0.39328906
514,price,0.39325336
515,oft,0.39319388
516,markup,0.39309716
517,fresh,0.39293603
518,designation,0.39292510
519,kook,0.39287695
520,bah,0.39277953
521,ordering,0.39273687
522,bibliopole,0.39272917
523,bloke,0.39271244
524,membership,0.39267959
525,theory,0.39265398
526,librarian,0.39260877
527,topic,0.39256005
528,schema,0.39254574
529,by,0.39248902
530,bibliographical,0.39244821
531,my,0.39231755
532,bed,0.39228821
533,each,0.39227443
534,subscribe,0.39225214
535,quiz,0.39221224
536,football,0.39218447
537,handbill,0.39199002
538,today,0.39198828
539,learn,0.39195550
540,ball,0.39180899
541,cup,0.39176495
542,hotpress,0.39176134
543,subject,0.39161632
544,bread,0.39153370
545,edit,0.39152400
546,bibliographic,0.39150283
547,peon,0.39145924
548,lot,0.39145239
549,did,0.39126270
550,birthday,0.39115503
551,abstract,0.39096197
552,interesting,0.39095886
553,intro,0.39092553
554,dossier,0.39078247
555,stamp,0.39077825
556,unfinished,0.39049114
557,proposal,0.39029097
558,campaign,0.39027580
559,buck,0.39023928
560,big,0.39021829
561,instance,0.39005022
562,staw,0.38991688
563,information,0.38982380
564,weep,0.38978938
565,hobbit,0.38977063
566,novella,0.38961977
567,boa,0.38960702
568,easy,0.38948561
569,bibliomaniac,0.38947977
570,job,0.38941727
571,shopping,0.38928081
572,definition,0.38925198
573,array,0.38918355
574,desktop,0.38914455
575,blood,0.38912383
576,remember,0.38911133
577,banner,0.38906241
578,aper,0.38902927
579,copublished,0.38884043
580,adult,0.38876361
581,player,0.38871108
582,bind,0.38869474
583,bang,0.38865106
584,calender,0.38863192
585,alist,0.38860507
586,programme,0.38857581
587,bar,0.38857267
588,found,0.38855805
589,notepaper,0.38855292
590,talk,0.38844474
591,gift,0.38843035
592,song,0.38833293
593,cyclopedia,0.38822028
594,saga,0.38821066
595,rebooking,0.38812244
596,concept,0.38806165
597,petto,0.38805062
598,conference,0.38802220
599,biz,0.38799644
600,style,0.38796982
601,academic,0.38791221
602,detail,0.38778776
603,boff,0.38769948
604,template,0.38763868
605,lib,0.38761901
606,lector,0.38756292
607,spell,0.38752229
608,creative,0.38747070
609,lesson,0.38745432
610,next,0.38741267
611,maker,0.38724850
612,unto,0.38721172
613,history,0.38713909
614,marked,0.38696860
615,treatise,0.38693483
616,finance,0.38691084
617,hospital,0.38670447
618,organzine,0.38666185
619,mailbox,0.38659944
620,transaction,0.38651223
621,two,0.38649847
622,genre,0.38649783
623,medicine,0.38632828
624,cook,0.38620874
625,folk,0.38609544
626,clock,0.38608452
627,law,0.38606928
628,choice,0.38603000
629,you,0.38596765
630,bucket,0.38587635
631,nonlibrary,0.38582827
632,endpaper,0.38564984
633,road,0.38560210
634,relationship,0.38555525
635,palette,0.38555075
636,boleti,0.38553891
637,affiliate,0.38544698
638,stick,0.38539827
639,dating,0.38536857
640,poon,0.38532255
641,this,0.38525914
642,chook,0.38518290
643,disc,0.38515408
644,held,0.38510523
645,pad,0.38500753
646,research,0.38476677
647,poem,0.38468250
648,newsstand,0.38456392
649,scripture,0.38456282
650,doll,0.38454146
651,manual,0.38451690
652,bumf,0.38444760
653,lobe,0.38431353
654,filer,0.38415770
655,queue,0.38412147
656,method,0.38408822
657,locker,0.38408199
658,wallet,0.38406348
659,excerpt,0.38394581
660,brew,0.38394218
661,bookkeeping,0.38377762
662,great,0.38376601
663,photo,0.38370421
664,encyclopedia,0.38368493
665,step,0.38367579
666,prompt,0.38366178
667,test,0.38361938
668,saving,0.38357633
669,handbag,0.38356211
670,think,0.38353407
671,happy,0.38341103
672,shortcut,0.38340878
673,cycle,0.38329775
674,travel,0.38321679
675,bibliothecae,0.38300988
676,bibliophile,0.38297451
677,tune,0.38288831
678,flyer,0.38285520
679,novelist,0.38274510
680,heelball,0.38267693
681,bookishness,0.38253262
682,monthly,0.38253133
683,plot,0.38246890
684,breaking,0.38244366
685,appointment,0.38241690
686,roup,0.38227163
687,vised,0.38225053
688,lecture,0.38223653
689,spreadsheet,0.38219436
690,rank,0.38210142
691,process,0.38208798
692,pocket,0.38207311
693,usherette,0.38202801
694,offprint,0.38194611
695,official,0.38194024
696,pod,0.38178982
697,aw,0.38166820
698,mug,0.38160502
699,built,0.38158262
700,bod,0.38158026
701,storey,0.38156556
702,bought,0.38152740
703,start,0.38149241
704,comix,0.38148208
705,discussion,0.38147220
706,another,0.38122528
707,world,0.38121668
708,top,0.38121415
709,money,0.38121039
710,untitled,0.38120884
711,titled,0.38119194
712,kit,0.38114846
713,compact,0.38104531
714,nod,0.38099825
715,submit,0.38096917
716,your,0.38094544
717,thought,0.38090164
718,rapped,0.38086230
719,cancelled,0.38083120
720,boyo,0.38080615
721,kept,0.38080201
722,fuck,0.38079343
723,bottle,0.38076373
724,novelise,0.38076330
725,pub,0.38068691
726,enchiridion,0.38067793
727,jacana,0.38066583
728,office,0.38064964
729,signed,0.38064287
730,toy,0.38059638
731,mom,0.38058898
732,trilogy,0.38056059
733,food,0.38054399
734,packet,0.38046434
735,thriller,0.38045859
736,department,0.38044795
737,promise,0.38041905
738,potboil,0.38039750
739,comment,0.38034350
740,springer,0.38031020
741,ledger,0.38020398
742,ponder,0.38017179
743,busy,0.38014693
744,column,0.38011675
745,out,0.38005598
746,promo,0.38004590
747,remark,0.38003292
748,lexicon,0.38000516
749,mail,0.37998614
750,hub,0.37995957
751,rafted,0.37995558
752,rewrite,0.37975462
753,remaining,0.37972926
754,park,0.37971890
755,member,0.37966556
756,tel,0.37954755
757,agenda,0.37951868
758,submission,0.37950693
759,trad,0.37948355
760,purchase,0.37947928
761,bott,0.37939811
762,forum,0.37933658
763,quick,0.37932911
764,put,0.37932537
765,framework,0.37927026
766,education,0.37922431
767,entry,0.37922017
768,student,0.37921059
769,photocopied,0.37919905
770,chooser,0.37918237
771,bate,0.37917071
772,country,0.37914270
773,jot,0.37907259
774,keeper,0.37903422
775,dogearing,0.37889734
776,closed,0.37881599
777,weapon,0.37881139
778,problem,0.37876760
779,formula,0.37871367
780,scheme,0.37868615
781,authored,0.37849895
782,bibliographically,0.37846965
783,tabloid,0.37845871
784,tour,0.37832668
785,camp,0.37827436
786,map,0.37818469
787,stay,0.37818257
788,above,0.37799471
789,jotter,0.37798728
790,bestsellerdom,0.37793591
791,content,0.37793141
792,dex,0.37786716
793,ink,0.37784321
794,bookkeeper,0.37776959
795,belief,0.37766841
796,take,0.37763651
797,transcript,0.37757178
798,boxing,0.37754275
799,create,0.37753203
800,anime,0.37740224
801,monographed,0.37737371
802,marker,0.37737169
803,see,0.37735129
804,girl,0.37734240
805,upload,0.37733756
806,choose,0.37732475
807,custom,0.37732400
808,boss,0.37731760
809,catalogued,0.37729610
810,bibelot,0.37723060
811,covering,0.37719188
812,packed,0.37715272
813,basic,0.37713575
814,well,0.37709733
815,blue,0.37708087
816,room,0.37704452
817,cookie,0.37699787
818,ship,0.37693763
819,fight,0.37691911
820,copyholder,0.37687838
821,key,0.37684863
822,rook,0.37683008
823,battle,0.37677248
824,season,0.37677051
825,policy,0.37672395
826,tical,0.37668013
827,bop,0.37667131
828,head,0.37662680
829,now,0.37662106
830,editorship,0.37655318
831,site,0.37652717
832,standard,0.37645536
833,proof,0.37642743
834,thew,0.37637668
835,from,0.37628680
836,grad,0.37623771
837,bomb,0.37620428
838,conto,0.37618387
839,previous,0.37618181
840,unit,0.37612106
841,illustrated,0.37608913
842,indexed,0.37606999
843,closing,0.37604520
844,lection,0.37598318
845,tabla,0.37590035
846,up,0.37587982
847,epistolary,0.37587669
848,sold,0.37586640
849,drink,0.37581031
850,slot,0.37565619
851,preface,0.37561371
852,tap,0.37557261
853,knowledge,0.37555270
854,finder,0.37548249
855,answer,0.37546657
856,listee,0.37545649
857,due,0.37540758
858,finding,0.37524714
859,favorite,0.37522925
860,testament,0.37522723
861,frame,0.37512809
862,tribute,0.37511193
863,digital,0.37510310
864,cooked,0.37503958
865,live,0.37498499
866,cooky,0.37497781
867,ban,0.37497604
868,buyer,0.37490705
869,hooked,0.37487136
870,speech,0.37468170
871,message,0.37465570
872,oxford,0.37460711
873,use,0.37456139
874,stime,0.37442348
875,lab,0.37434704
876,nock,0.37430072
877,down,0.37426455
878,nonfiction,0.37413902
879,mirror,0.37410633
880,cat,0.37403129
881,liter,0.37398105
882,man,0.37395393
883,experiment,0.37386959
884,wort,0.37381015
885,used,0.37379241
886,how,0.37375222
887,grade,0.37373517
888,controller,0.37373016
889,filed,0.37367832
890,classify,0.37344112
891,cataloged,0.37341814
892,other,0.37338359
893,recall,0.37332094
894,draw,0.37329923
895,schoolboy,0.37324829
896,bone,0.37322480
897,web,0.37319729
898,nonnovel,0.37319409
899,endnote,0.37312703
900,counter,0.37307909
901,laptop,0.37307334
902,porno,0.37305254
903,avigator,0.37293557
904,bootstrap,0.37289227
905,bullet,0.37283688
906,printer,0.37280573
907,glossary,0.37277809
908,byte,0.37277003
909,took,0.37273550
910,truck,0.37268775
911,cap,0.37266552
912,reply,0.37266289
913,domain,0.37261285
914,bottom,0.37260386
915,cate,0.37258155
916,nickname,0.37256431
917,pill,0.37251480
918,shoot,0.37242371
919,assignment,0.37241630
920,structure,0.37238743
921,awesome,0.37234175
922,ought,0.37233923
923,carte,0.37220647
924,host,0.37219308
925,sell,0.37211763
926,cab,0.37210375
927,turtleback,0.37207553
928,ingroup,0.37200309
929,donjon,0.37199017
930,working,0.37186263
931,batch,0.37181781
932,cop,0.37181328
933,docket,0.37180680
934,logo,0.37179579
935,over,0.37177518
936,badge,0.37174208
937,quip,0.37170944
938,fix,0.37168504
939,cow,0.37156215
940,score,0.37150210
941,pick,0.37144613
942,preordered,0.37142397
943,vogue,0.37141680
944,using,0.37140099
945,copublish,0.37139354
946,creation,0.37138585
947,night,0.37138316
948,portrait,0.37136664
949,type,0.37131886
950,control,0.37129726
951,contact,0.37127482
952,memorandum,0.37127461
953,mac,0.37124499
954,mag,0.37118683
955,apt,0.37092752
956,flashcard,0.37087857
957,load,0.37081466
958,stored,0.37080053
959,cape,0.37079379
960,support,0.37073052
961,done,0.37070515
962,preserve,0.37069020
963,copublisher,0.37066566
964,idea,0.37065447
965,redo,0.37063091
966,lug,0.37062123
967,writ,0.37058370
968,fold,0.37055461
969,posted,0.37050668
970,pal,0.37049065
971,paste,0.37037673
972,instruction,0.37032781
973,abbreviation,0.37020226
974,doing,0.37016726
975,track,0.37012145
976,dump,0.37010566
977,release,0.37002150
978,shopboy,0.36999644
979,off,0.36997153
980,leafletted,0.36996517
981,brace,0.36993683
982,papyral,0.36991039
983,bonbon,0.36987658
984,kop,0.36987563
985,ope,0.36982061
986,typescript,0.36979027
987,version,0.36978590
988,judge,0.36970384
989,show,0.36961598
990,ploy,0.36952063
991,below,0.36946764
992,compendia,0.36946137
993,hack,0.36937443
994,notation,0.36935795
995,rocket,0.36933649
996,visit,0.36931584
997,one,0.36922630
998,castle,0.36918077
999,blotter,0.36915392
1000,trap,0.36912623
1001,inside,0.36909587
1002,short,0.36907322
1003,dummy,0.36903768
1004,old,0.36895434
1005,digest,0.36889892
1006,click,0.36882415
1007,jug,0.36879584
1008,graphic,0.36878674
1009,date,0.36876687
1010,do,0.36875228
1011,break,0.36872139
1012,tree,0.36871483
1013,cube,0.36867749
1014,boarding,0.36867535
1015,bug,0.36866651
1016,liked,0.36859778
1017,shoppe,0.36859253
1018,comfort,0.36858929
1019,charted,0.36850144
1020,starter,0.36847407
1021,vault,0.36826388
1022,bot,0.36824847
1023,bibliotic,0.36819852
1024,mode,0.36818474
1025,pickoff,0.36814875
1026,notepad,0.36812305
1027,nice,0.36810053
1028,mention,0.36803456
1029,boon,0.36801226
1030,row,0.36798099
1031,preview,0.36796152
1032,time,0.36795622
1033,match,0.36793678
1034,calculator,0.36792305
1035,default,0.36786314
1036,decision,0.36786056
1037,heading,0.36783859
1038,comparison,0.36779213
1039,role,0.36772076
1040,covered,0.36767925
1041,upon,0.36759853
1042,auction,0.36749454
1043,allocate,0.36749444
1044,jar,0.36749054
1045,wrapper,0.36748690
1046,want,0.36747203
1047,profile,0.36745469
1048,sandbox,0.36745151
1049,repair,0.36742228
1050,received,0.36739684
1051,setting,0.36739206
1052,grab,0.36738620
1053,broken,0.36737797
1054,coach,0.36735114
1055,full,0.36732958
1056,ousel,0.36732917
1057,first,0.36731277
1058,ology,0.36730710
1059,libretti,0.36729199
1060,bridge,0.36728822
1061,wagon,0.36723806
1062,reminder,0.36723751
1063,studio,0.36720420
1064,mangaby,0.36719303
1065,breaker,0.36717406
1066,bonk,0.36715490
1067,rasing,0.36711152
1068,backlisting,0.36707590
1069,hoke,0.36707251
1070,dish,0.36706966
1071,query,0.36695758
1072,bye,0.36695434
1073,fun,0.36694174
1074,schedule,0.36690418
1075,cell,0.36689784
1076,coin,0.36687471
1077,panel,0.36687123
1078,notice,0.36684628
1079,confirmation,0.36683356
1080,symbol,0.36676525
1081,signature,0.36674994
1082,chapt,0.36665532
1083,playing,0.36665423
1084,roman,0.36664055
1085,petition,0.36662013
1086,what,0.36659672
1087,paperwork,0.36658905
1088,thumb,0.36654892
1089,manager,0.36653788
1090,simple,0.36653033
1091,forgettable,0.36650002
1092,shelve,0.36648382
1093,kind,0.36645908
1094,wrap,0.36640305
1095,bulbul,0.36633345
1096,jump,0.36625927
1097,hardware,0.36622008
1098,bibliotist,0.36613034
1099,theorem,0.36610859
1100,handwritten,0.36610597
1101,blurbing,0.36595751
1102,imprint,0.36592746
1103,cratch,0.36587196
1104,refence,0.36571735
1105,our,0.36571123
1106,spook,0.36565983
1107,updated,0.36561773
1108,cataloging,0.36558434
1109,ingredient,0.36553941
1110,cataloguing,0.36552470
1111,swith,0.36549199
1112,career,0.36547091
1113,scrived,0.36546532
1114,mat,0.36545034
1115,upper,0.36543844
1116,cast,0.36539188
1117,conversation,0.36528076
1118,audit,0.36515563
1119,stack,0.36513682
1120,helper,0.36510621
1121,elf,0.36502308
1122,reprint,0.36500493
1123,selling,0.36498212
1124,pock,0.36488413
1125,stop,0.36488383
1126,activity,0.36485102
1127,buff,0.36484566
1128,comp,0.36481606
1129,ba,0.36469949
1130,foreword,0.36466521
1131,editorial,0.36465972
1132,graph,0.36465942
1133,red,0.36465349
1134,machine,0.36462214
1135,prise,0.36455607
1136,craft,0.36453712
1137,ranking,0.36453201
1138,nap,0.36452239
1139,returned,0.36448861
1140,someone,0.36447538
1141,brush,0.36445622
1142,broadsheet,0.36445084
1143,unci,0.36441013
1144,instrument,0.36439615
1145,tracker,0.36436237
1146,synopsis,0.36436147
1147,hoyle,0.36435559
1148,all,0.36431058
1149,love,0.36429814
1150,bibliomaniacal,0.36427074
1151,dork,0.36421232
1152,hymnal,0.36420403
1153,smith,0.36414803
1154,before,0.36414550
1155,weekly,0.36405430
1156,prospectus,0.36399942
1157,mix,0.36397572
1158,descriptor,0.36396161
1159,locked,0.36395798
1160,novelly,0.36391702
1161,palpal,0.36389581
1162,discount,0.36388161
1163,extra,0.36387805
1164,field,0.36383598
1165,beat,0.36373935
1166,romance,0.36373121
1167,position,0.36369357
1168,inventory,0.36366048
1169,sport,0.36363700
1170,autograph,0.36361513
1171,capitalize,0.36360978
1172,trip,0.36360554
1173,overview,0.36360390
1174,duplicate,0.36358913
1175,console,0.36356923
1176,blume,0.36353108
1177,wood,0.36346500
1178,art,0.36334983
1179,liber,0.36333756
1180,fiche,0.36331689
1181,dater,0.36328083
1182,line,0.36327960
1183,subsection,0.36327333
1184,guid,0.36326289
1185,ither,0.36326232
1186,horse,0.36321405
1187,mach,0.36319365
1188,task,0.36317770
1189,better,0.36316704
1190,buddy,0.36316406
1191,share,0.36315403
1192,thinking,0.36313109
1193,linked,0.36309911
1194,habit,0.36302242
1195,sofa,0.36298498
1196,sign,0.36297787
1197,currency,0.36290331
1198,plane,0.36288493
1199,storage,0.36288349
1200,wherefrom,0.36286662
1201,bark,0.36284871
1202,assign,0.36283939
1203,photocopy,0.36281003
1204,rack,0.36279106
1205,command,0.36278499
1206,pool,0.36276884
1207,example,0.36271093
1208,general,0.36266742
1209,favor,0.36262549
1210,pike,0.36261640
1211,science,0.36256526
1212,usher,0.36254760
1213,suffix,0.36254168
