rank,word,similarity,note
128,racer,0.36926157,"OpenAI #128, Our rank #436"
129,pilot,0.22258341,"OpenAI #129, Our rank #23,690"
130,competitor,0.25356348,"OpenAI #130, Our rank #10,807"
131,farm,0.38158320,"OpenAI #131, Our rank #329"
132,plantation,0.19579404,"OpenAI #132, Our rank #42,367"
133,estate,0.30689591,"OpenAI #133, Our rank #2,312"
134,homestead,0.26200893,"OpenAI #134, Our rank #8,508"
135,acreage,0.23443791,"OpenAI #135, Our rank #17,801"
136,property,0.31256246,"OpenAI #136, Our rank #1,950"
137,range,0.23238356,"OpenAI #137, Our rank #18,767"
138,station,0.28864411,"OpenAI #138, Our rank #3,995"
139,shoe,0.37785574,"OpenAI #139, Our rank #360"
140,iron,0.30625729,"OpenAI #140, Our rank #2,343"
141,footwear,0.22572031,"OpenAI #141, Our rank #22,023"
142,metal,0.31262939,"OpenAI #142, Our rank #1,941"
143,farrier,0.38211806,"OpenAI #143, Our rank #324"
144,blacksmith,0.25561508,"OpenAI #144, Our rank #10,180"
145,mouthpiece,0.21492791,"OpenAI #145, Our rank #28,461"
146,snaffle,0.33236140,"OpenAI #146, Our rank #1,121"
147,bite,0.27865100,"OpenAI #147, Our rank #5,308"
148,control,0.25315680,"OpenAI #148, Our rank #10,919"
149,curb,0.22673940,"OpenAI #149, Our rank #21,499"
150,straw,0.34209682,"OpenAI #150, Our rank #877"
151,forage,0.28328612,"OpenAI #151, Our rank #4,650"
152,fodder,0.33072241,"OpenAI #152, Our rank #1,183"
153,grass,0.36234914,"OpenAI #153, Our rank #523"
154,stalk,0.29940158,"OpenAI #154, Our rank #2,892"
155,bale,0.32235489,"OpenAI #155, Our rank #1,469"
156,crop,0.33564743,"OpenAI #156, Our rank #1,038"
157,haystack,0.32372962,"OpenAI #157, Our rank #1,418"
158,nourish,0.20042075,"OpenAI #158, Our rank #38,750"
159,sustain,0.18991608,"OpenAI #159, Our rank #47,252"
160,supply,0.27122455,"OpenAI #160, Our rank #6,561"
161,fuel,0.34796244,"OpenAI #161, Our rank #757"
162,provide,0.24469913,"OpenAI #162, Our rank #13,650"
163,graze,0.29776607,"OpenAI #163, Our rank #3,039"
164,grain,0.31885203,"OpenAI #164, Our rank #1,621"
165,meal,0.28221884,"OpenAI #165, Our rank #4,774"
166,running,0.31185923,"OpenAI #166, Our rank #1,994"
167,speeding,0.20270890,"OpenAI #167, Our rank #37,059"
168,racing,0.37380806,"OpenAI #168, Our rank #402"
169,charging,0.26989508,"OpenAI #169, Our rank #6,801"
170,sprinting,0.23650200,"OpenAI #170, Our rank #16,869"
171,bolting,0.24158453,"OpenAI #171, Our rank #14,842"
172,dashing,0.27308948,"OpenAI #172, Our rank #6,204"
173,hurrying,0.22728473,"OpenAI #173, Our rank #21,227"
174,jogging,0.23322338,"OpenAI #174, Our rank #18,366"
175,cantering,0.36617573,"OpenAI #175, Our rank #470"
176,prancing,0.38548644,"OpenAI #176, Our rank #302"
177,loping,0.31312269,"OpenAI #177, Our rank #1,913"
178,stepping,0.20977076,"OpenAI #178, Our rank #31,828"
179,pacing,0.20490697,"OpenAI #179, Our rank #35,438"
180,moving,0.24401064,"OpenAI #180, Our rank #13,912"
181,mounting,0.20737365,"OpenAI #181, Our rank #33,553"
182,saddling,0.35654348,"OpenAI #182, Our rank #601"
183,horsing,0.63916751,"OpenAI #183, Our rank #6"
184,cycling,0.27174259,"OpenAI #184, Our rank #6,445"
185,driving,0.24150530,"OpenAI #185, Our rank #14,874"
186,traveling,0.20449067,"OpenAI #186, Our rank #35,729"
187,commuting,0.17248773,"OpenAI #187, Our rank #62,895"
188,journeying,0.17120336,"OpenAI #188, Our rank #64,077"
189,kicking,0.23930551,"OpenAI #189, Our rank #15,732"
190,rearing,0.32944114,"OpenAI #190, Our rank #1,223"
191,thrashing,0.21984950,"OpenAI #191, Our rank #25,279"
192,struggling,0.22863623,"OpenAI #192, Our rank #20,532"
193,resisting,0.17427858,"OpenAI #193, Our rank #61,208"
194,fighting,0.23032520,"OpenAI #194, Our rank #19,716"
195,flailing,0.15206072,"OpenAI #195, Our rank #81,010"
196,buckling,0.21969762,"OpenAI #196, Our rank #25,364"
197,whinnying,0.44702871,"OpenAI #197, Our rank #103"
198,snorting,0.27859455,"OpenAI #198, Our rank #5,316"
199,nicker,0.37143987,"OpenAI #199, Our rank #419"
200,braying,0.35264995,"OpenAI #200, Our rank #668"
201,bleating,0.24126151,"OpenAI #201, Our rank #14,973"
202,cooing,0.13944675,"OpenAI #202, Our rank #90,856"
203,hooting,0.24499080,"OpenAI #203, Our rank #13,563"
204,chirping,0.15908646,"OpenAI #204, Our rank #74,873"
205,feeding,0.23998634,"OpenAI #205, Our rank #15,482"
206,foraging,0.15157776,"OpenAI #206, Our rank #81,406"
207,nibbling,0.14660394,"OpenAI #207, Our rank #85,434"
208,munching,0.17529654,"OpenAI #208, Our rank #60,278"
209,chewing,0.19920477,"OpenAI #209, Our rank #39,633"
210,browsing,0.22379169,"OpenAI #210, Our rank #23,035"
211,cropping,0.20826950,"OpenAI #211, Our rank #32,927"
212,gnawing,0.16128829,"OpenAI #212, Our rank #72,890"
213,horsemanship,0.48063254,"OpenAI #213, Our rank #59"
214,equitation,0.44184504,"OpenAI #214, Our rank #113"
215,dressage,0.37404111,"OpenAI #215, Our rank #398"
216,showjumping,0.00000000,"OpenAI #216, Not in our embeddings"
217,eventing,0.00000000,"OpenAI #217, Not in our embeddings"
218,polo,0.38178653,"OpenAI #218, Our rank #327"
219,vaulting,0.30757709,"OpenAI #219, Our rank #2,263"
220,coltish,0.32206585,"OpenAI #220, Our rank #1,484"
221,coltishness,0.26877311,"OpenAI #221, Our rank #7,033"
222,younghorse,0.00000000,"OpenAI #222, Not in our embeddings"
223,youngstallion,0.00000000,"OpenAI #223, Not in our embeddings"
224,youngcolt,0.00000000,"OpenAI #224, Not in our embeddings"
225,fillyish,0.00000000,"OpenAI #225, Not in our embeddings"
226,fillyishness,0.00000000,"OpenAI #226, Not in our embeddings"
227,youngmare,0.00000000,"OpenAI #227, Not in our embeddings"
228,youngfilly,0.00000000,"OpenAI #228, Not in our embeddings"
229,animal,0.47141286,"OpenAI #229, Our rank #67"
230,beast,0.42462813,"OpenAI #230, Our rank #155"
231,footrest,0.23190512,"OpenAI #231, Our rank #18,963"
232,footiron,0.00000000,"OpenAI #232, Not in our embeddings"
233,footsupport,0.00000000,"OpenAI #233, Not in our embeddings"
234,ridingiron,0.00000000,"OpenAI #234, Not in our embeddings"
235,stirrupleather,0.00000000,"OpenAI #235, Not in our embeddings"
236,stirrupstrap,0.00000000,"OpenAI #236, Not in our embeddings"
237,ridingstirrup,0.00000000,"OpenAI #237, Not in our embeddings"
238,move,0.28046189,"OpenAI #238, Our rank #5,027"
239,tactic,0.20035781,"OpenAI #239, Our rank #38,794"
240,strategy,0.25756629,"OpenAI #240, Our rank #9,644"
241,plan,0.27706936,"OpenAI #241, Our rank #5,550"
242,action,0.25567474,"OpenAI #242, Our rank #10,167"
243,scheme,0.26026607,"OpenAI #243, Our rank #8,945"
244,operation,0.24254423,"OpenAI #244, Our rank #14,488"
245,exercise,0.31247350,"OpenAI #245, Our rank #1,956"
246,lash,0.27021753,"OpenAI #246, Our rank #6,739"
247,flog,0.30131892,"OpenAI #247, Our rank #2,714"
248,beat,0.30038088,"OpenAI #248, Our rank #2,801"
249,thrash,0.26742638,"OpenAI #249, Our rank #7,332"
250,scourge,0.26440127,"OpenAI #250, Our rank #7,979"
251,flagellate,0.18895311,"OpenAI #251, Our rank #48,050"
252,smack,0.21606859,"OpenAI #252, Our rank #27,710"
253,strike,0.24199211,"OpenAI #253, Our rank #14,675"
254,horsey,0.71326720,Our original rank #2
255,ahorse,0.70420771,Our original rank #3
256,horsy,0.68172560,Our original rank #4
257,horsed,0.66173359,Our original rank #5
258,horsiest,0.63597179,Our original rank #7
259,cockhorse,0.62632634,Our original rank #8
260,racehorse,0.62436421,Our original rank #9
261,warhorse,0.60528729,Our original rank #10
262,horsecar,0.60443498,Our original rank #11
263,hound,0.60259103,Our original rank #12
264,studhorse,0.60007349,Our original rank #13
265,horselike,0.59022037,Our original rank #14
266,unhorse,0.58464193,Our original rank #16
267,hog,0.57183073,Our original rank #18
268,redhorse,0.56193618,Our original rank #20
269,horseflesh,0.56123057,Our original rank #21
270,packhorse,0.55691091,Our original rank #22
271,hobbyhorse,0.55414194,Our original rank #23
272,mustang,0.53564845,Our original rank #27
273,workhorse,0.53189798,Our original rank #28
274,hoofbeat,0.52708431,Our original rank #29
275,cow,0.52079167,Our original rank #31
276,horsiness,0.51613860,Our original rank #32
277,ridden,0.51325413,Our original rank #33
278,donkey,0.51230273,Our original rank #35
279,horsewhip,0.51142118,Our original rank #36
280,neigh,0.50973457,Our original rank #37
281,whinny,0.50882213,Our original rank #38
282,horn,0.50597022,Our original rank #40
283,horsier,0.50434053,Our original rank #41
284,bronc,0.50354714,Our original rank #42
285,horseshod,0.50333959,Our original rank #43
286,destrier,0.50084768,Our original rank #44
287,horseshit,0.49914743,Our original rank #45
288,equinely,0.49899006,Our original rank #46
289,cavalero,0.49881492,Our original rank #47
290,mule,0.49620408,Our original rank #48
291,compony,0.49451034,Our original rank #49
292,horsily,0.48952256,Our original rank #51
293,wheelhorse,0.48898704,Our original rank #52
294,horseless,0.48338431,Our original rank #54
295,saddlebred,0.48280982,Our original rank #55
296,bloodstock,0.48181936,Our original rank #56
297,cavalla,0.48155785,Our original rank #57
298,standardbred,0.48099181,Our original rank #58
299,dog,0.47759083,Our original rank #60
300,hooved,0.47581647,Our original rank #61
301,bull,0.47568831,Our original rank #62
302,whinnied,0.47366935,Our original rank #63
303,horsepower,0.47175675,Our original rank #64
304,horsewhipper,0.47146499,Our original rank #66
305,hare,0.46864591,Our original rank #68
306,bronco,0.46863378,Our original rank #69
307,horselaugh,0.46783367,Our original rank #70
308,hippish,0.46722839,Our original rank #72
309,hoofless,0.46715533,Our original rank #73
310,sawhorse,0.46604179,Our original rank #75
311,buck,0.46412959,Our original rank #78
312,hora,0.46219411,Our original rank #79
313,galoping,0.46218141,Our original rank #80
314,boat,0.46161983,Our original rank #81
315,unhorsed,0.46145561,Our original rank #82
316,horsewhipping,0.45905917,Our original rank #83
317,hoe,0.45880934,Our original rank #84
318,dobbin,0.45659962,Our original rank #86
319,horsemen,0.45518961,Our original rank #87
320,chariot,0.45459716,Our original rank #88
321,camel,0.45441071,Our original rank #89
322,cowboy,0.45375638,Our original rank #90
323,horseshoer,0.45353486,Our original rank #91
324,truck,0.45134616,Our original rank #93
325,cattle,0.45059528,Our original rank #94
326,toro,0.45021816,Our original rank #95
327,horseplayer,0.44908866,Our original rank #96
328,cabresta,0.44908189,Our original rank #97
329,zebra,0.44877182,Our original rank #98
330,vehicle,0.44850646,Our original rank #99
331,hawk,0.44757967,Our original rank #100
332,unicorn,0.44706138,Our original rank #102
333,hippogriff,0.44633473,Our original rank #104
334,hon,0.44502830,Our original rank #105
335,hoarse,0.44496775,Our original rank #106
336,centaur,0.44435997,Our original rank #107
337,bred,0.44426064,Our original rank #108
338,hoofed,0.44413187,Our original rank #109
339,hoarser,0.44411349,Our original rank #110
340,hippodrome,0.44403615,Our original rank #111
341,tractor,0.44186266,Our original rank #112
342,cavalry,0.44135302,Our original rank #114
343,forehoof,0.44043127,Our original rank #116
344,hackamore,0.43949984,Our original rank #118
345,bike,0.43858745,Our original rank #119
346,carabao,0.43782799,Our original rank #120
347,horsetail,0.43756958,Our original rank #122
348,palomino,0.43756463,Our original rank #123
349,horsewomen,0.43692758,Our original rank #124
350,onager,0.43677149,Our original rank #125
351,goat,0.43649470,Our original rank #126
352,wagon,0.43557879,Our original rank #128
353,riderless,0.43492813,Our original rank #129
354,palfrey,0.43458174,Our original rank #130
355,hoofer,0.43458027,Our original rank #131
356,elephant,0.43428317,Our original rank #132
357,heifer,0.43351159,Our original rank #133
358,tarpan,0.43294202,Our original rank #134
359,pig,0.43280134,Our original rank #135
360,rideable,0.43254168,Our original rank #136
361,burro,0.43223918,Our original rank #137
362,cayuse,0.43038984,Our original rank #139
363,tahr,0.43037199,Our original rank #140
364,galoped,0.42972800,Our original rank #141
365,carriage,0.42950574,Our original rank #142
366,barn,0.42947399,Our original rank #143
367,greyhound,0.42935343,Our original rank #144
368,galloper,0.42883024,Our original rank #146
369,hero,0.42880903,Our original rank #147
370,ponying,0.42867875,Our original rank #148
371,horsewhipped,0.42867128,Our original rank #149
372,galloped,0.42744879,Our original rank #150
373,longhorn,0.42722837,Our original rank #151
374,house,0.42685426,Our original rank #152
375,neighed,0.42471490,Our original rank #154
376,haul,0.42462770,Our original rank #156
377,clotheshorse,0.42460377,Our original rank #157
378,courser,0.42451184,Our original rank #158
379,bestride,0.42434229,Our original rank #160
380,horsehair,0.42424839,Our original rank #161
381,equestrienne,0.42405349,Our original rank #162
382,herd,0.42404105,Our original rank #163
383,foxhunter,0.42227759,Our original rank #165
384,bridler,0.42221561,Our original rank #166
385,hamster,0.42209949,Our original rank #167
386,hippo,0.42198679,Our original rank #168
387,prancer,0.42186616,Our original rank #169
388,motor,0.42088810,Our original rank #171
389,hippopotamus,0.42042119,Our original rank #172
390,hayrack,0.41961995,Our original rank #173
391,foaled,0.41959540,Our original rank #174
392,muled,0.41927568,Our original rank #175
393,hussar,0.41920221,Our original rank #176
394,horsepox,0.41915792,Our original rank #177
395,galop,0.41829396,Our original rank #178
396,horde,0.41814519,Our original rank #179
397,buckaroo,0.41710371,Our original rank #180
398,cowpoke,0.41709272,Our original rank #181
399,swine,0.41667215,Our original rank #182
400,moose,0.41646497,Our original rank #183
401,hip,0.41604670,Our original rank #185
402,monkey,0.41579049,Our original rank #186
403,bridoon,0.41560519,Our original rank #187
404,cart,0.41518685,Our original rank #188
405,rooster,0.41489440,Our original rank #189
406,caleche,0.41344192,Our original rank #190
407,hock,0.41343558,Our original rank #191
408,zebroid,0.41341640,Our original rank #192
409,rabbit,0.41308487,Our original rank #193
410,chevalet,0.41305494,Our original rank #194
411,brumby,0.41296300,Our original rank #195
412,haar,0.41271515,Our original rank #196
413,chestnut,0.41231468,Our original rank #197
414,unsaddle,0.41166168,Our original rank #198
415,reitbok,0.41153143,Our original rank #199
416,hose,0.41099693,Our original rank #201
417,boar,0.41074067,Our original rank #202
418,rodeo,0.41072390,Our original rank #203
419,unshod,0.41045964,Our original rank #204
420,ostler,0.41021304,Our original rank #205
421,buckeroo,0.40918918,Our original rank #206
422,clopped,0.40865594,Our original rank #207
423,hammer,0.40854299,Our original rank #208
424,dragon,0.40845596,Our original rank #209
425,whale,0.40814602,Our original rank #210
426,human,0.40795147,Our original rank #211
427,bucked,0.40741954,Our original rank #212
428,capriole,0.40706860,Our original rank #213
429,car,0.40659532,Our original rank #214
430,curragh,0.40638733,Our original rank #216
431,giddyup,0.40620009,Our original rank #217
432,cowhand,0.40607492,Our original rank #218
433,haltered,0.40597270,Our original rank #219
434,cavicorn,0.40592953,Our original rank #221
435,saddled,0.40556610,Our original rank #222
436,holstein,0.40554655,Our original rank #223
437,muley,0.40485909,Our original rank #224
438,unhorsing,0.40478919,Our original rank #225
439,ho,0.40463683,Our original rank #226
440,cowy,0.40431094,Our original rank #227
441,unsaddled,0.40372032,Our original rank #228
442,horseshoeing,0.40327802,Our original rank #229
443,cavalryman,0.40325408,Our original rank #230
444,peon,0.40269507,Our original rank #231
445,stabled,0.40231306,Our original rank #232
446,cowgirl,0.40218483,Our original rank #233
447,racecourse,0.40185895,Our original rank #234
448,runner,0.40149122,Our original rank #235
449,dogcart,0.40146452,Our original rank #236
450,livestock,0.40114843,Our original rank #237
451,carrousel,0.40024120,Our original rank #238
452,homebred,0.40020595,Our original rank #239
453,hoofing,0.39973349,Our original rank #241
454,hansom,0.39901327,Our original rank #242
455,warthog,0.39892937,Our original rank #243
456,hoot,0.39857078,Our original rank #244
457,houser,0.39821037,Our original rank #245
458,rhino,0.39808216,Our original rank #246
459,road,0.39792662,Our original rank #247
460,ridable,0.39719643,Our original rank #248
461,zebrass,0.39717448,Our original rank #249
462,hop,0.39714968,Our original rank #250
463,stablemate,0.39714537,Our original rank #251
464,stock,0.39682804,Our original rank #253
465,hunter,0.39674689,Our original rank #254
466,bison,0.39673832,Our original rank #255
467,monster,0.39656917,Our original rank #256
468,oxen,0.39651590,Our original rank #257
469,shoat,0.39638455,Our original rank #258
470,hipster,0.39615849,Our original rank #259
471,stag,0.39614541,Our original rank #260
472,motorcycle,0.39607407,Our original rank #261
473,dolphin,0.39593713,Our original rank #262
474,equerry,0.39561886,Our original rank #263
475,acock,0.39522912,Our original rank #264
476,horseshoed,0.39484685,Our original rank #265
477,track,0.39461855,Our original rank #266
478,chukkar,0.39352107,Our original rank #267
479,tiger,0.39350926,Our original rank #268
480,stang,0.39348416,Our original rank #269
481,jennet,0.39314069,Our original rank #270
482,trotted,0.39241497,Our original rank #271
483,pet,0.39241062,Our original rank #272
484,hogmane,0.39229973,Our original rank #273
485,haft,0.39201748,Our original rank #274
486,bheesty,0.39196818,Our original rank #275
487,giddap,0.39134517,Our original rank #276
488,cross,0.39127389,Our original rank #277
489,carriole,0.39023649,Our original rank #278
490,havocker,0.39019883,Our original rank #279
491,markhor,0.39017976,Our original rank #280
492,bole,0.39006478,Our original rank #281
493,hearse,0.38995152,Our original rank #282
494,perissodactyl,0.38984579,Our original rank #283
495,bovine,0.38981034,Our original rank #284
496,barnyard,0.38980501,Our original rank #285
497,bucko,0.38959083,Our original rank #286
498,wheel,0.38952830,Our original rank #287
499,moo,0.38938082,Our original rank #288
500,whore,0.38937157,Our original rank #289
501,mahout,0.38912836,Our original rank #290
502,rocket,0.38905692,Our original rank #291
503,calesa,0.38895745,Our original rank #292
504,carousal,0.38841939,Our original rank #293
505,foin,0.38815822,Our original rank #294
506,ship,0.38793020,Our original rank #295
507,hod,0.38739388,Our original rank #297
508,racetracker,0.38723174,Our original rank #298
509,wolf,0.38688819,Our original rank #299
510,charro,0.38605699,Our original rank #300
511,steeplechaser,0.38539979,Our original rank #303
512,ostrich,0.38522914,Our original rank #304
513,roughrider,0.38521544,Our original rank #305
514,hartebeest,0.38512320,Our original rank #306
515,stabling,0.38485602,Our original rank #307
516,postillion,0.38457344,Our original rank #308
517,sport,0.38445796,Our original rank #309
518,wagonette,0.38443887,Our original rank #310
519,hooflike,0.38425111,Our original rank #311
520,waggon,0.38391008,Our original rank #312
521,hopple,0.38380905,Our original rank #313
522,coon,0.38367797,Our original rank #314
523,mongoose,0.38343870,Our original rank #315
524,hondle,0.38330386,Our original rank #316
525,shoeing,0.38272344,Our original rank #317
526,harl,0.38256280,Our original rank #318
527,wag,0.38255986,Our original rank #319
528,horseradish,0.38249722,Our original rank #320
529,foxhound,0.38249171,Our original rank #321
530,elk,0.38222634,Our original rank #322
531,unridable,0.38212766,Our original rank #323
532,hyrax,0.38202772,Our original rank #325
533,bus,0.38199190,Our original rank #326
534,cavalletti,0.38172780,Our original rank #328
535,hour,0.38144153,Our original rank #330
536,tortoise,0.38134744,Our original rank #331
537,hawse,0.38092674,Our original rank #332
538,cabestro,0.38087150,Our original rank #333
539,superstock,0.38082071,Our original rank #334
540,vaquero,0.38073262,Our original rank #335
541,jockette,0.38070403,Our original rank #336
542,maned,0.38056970,Our original rank #337
543,zebu,0.38055063,Our original rank #338
544,foaling,0.38024207,Our original rank #339
545,hotel,0.38019957,Our original rank #340
546,buckboard,0.38016623,Our original rank #341
547,wolfhound,0.37991851,Our original rank #343
548,cowhide,0.37987129,Our original rank #345
549,caroche,0.37980258,Our original rank #346
550,fish,0.37979106,Our original rank #347
551,hornpipe,0.37940867,Our original rank #348
552,boarding,0.37937929,Our original rank #349
553,hogshead,0.37937216,Our original rank #350
554,shetland,0.37923116,Our original rank #351
555,bittock,0.37907970,Our original rank #352
556,course,0.37858947,Our original rank #353
557,sorrel,0.37853953,Our original rank #354
558,porker,0.37842792,Our original rank #355
559,foxhunt,0.37825581,Our original rank #356
560,roan,0.37811468,Our original rank #357
561,piaffer,0.37805027,Our original rank #359
562,boarish,0.37724686,Our original rank #361
563,doll,0.37707298,Our original rank #362
564,historic,0.37698818,Our original rank #363
565,leopard,0.37695605,Our original rank #364
