rank,word,similarity,note
635,boff,0.38769948,Our original rank #603
636,template,0.38763868,Our original rank #604
637,lib,0.38761901,Our original rank #605
638,lector,0.38756292,Our original rank #606
639,spell,0.38752229,Our original rank #607
640,creative,0.38747070,Our original rank #608
641,lesson,0.38745432,Our original rank #609
642,next,0.38741267,Our original rank #610
643,maker,0.38724850,Our original rank #611
644,unto,0.38721172,Our original rank #612
645,history,0.38713909,Our original rank #613
646,marked,0.38696860,Our original rank #614
647,treatise,0.38693483,Our original rank #615
648,finance,0.38691084,Our original rank #616
649,hospital,0.38670447,Our original rank #617
650,organzine,0.38666185,Our original rank #618
651,mailbox,0.38659944,Our original rank #619
652,transaction,0.38651223,Our original rank #620
653,two,0.38649847,Our original rank #621
654,genre,0.38649783,Our original rank #622
655,medicine,0.38632828,Our original rank #623
656,cook,0.38620874,Our original rank #624
657,folk,0.38609544,Our original rank #625
658,clock,0.38608452,Our original rank #626
659,law,0.38606928,Our original rank #627
660,choice,0.38603000,Our original rank #628
661,you,0.38596765,Our original rank #629
662,bucket,0.38587635,Our original rank #630
663,nonlibrary,0.38582827,Our original rank #631
664,endpaper,0.38564984,Our original rank #632
665,road,0.38560210,Our original rank #633
666,relationship,0.38555525,Our original rank #634
667,palette,0.38555075,Our original rank #635
668,boleti,0.38553891,Our original rank #636
669,affiliate,0.38544698,Our original rank #637
670,stick,0.38539827,Our original rank #638
671,dating,0.38536857,Our original rank #639
672,poon,0.38532255,Our original rank #640
673,this,0.38525914,Our original rank #641
674,chook,0.38518290,Our original rank #642
675,disc,0.38515408,Our original rank #643
676,held,0.38510523,Our original rank #644
677,pad,0.38500753,Our original rank #645
678,research,0.38476677,Our original rank #646
679,poem,0.38468250,Our original rank #647
680,newsstand,0.38456392,Our original rank #648
